Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive_90,PassDead_90,TO_90,Sh_90,Fld_90,Def_90,Matches
1331,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,10.5,10,0.95,9,0,0,0,1,0,1,0.10,0,0,0,0,1,0,Matches
1332,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,1.1,6,5.51,1,2,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
1333,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,26,1991,24.8,98,3.96,63,19,5,7,4,0,12,0.48,7,2,0,3,0,0,Matches
1334,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,26,1991,23.9,30,1.25,23,1,3,1,0,2,0,0.00,0,0,0,0,0,0,Matches
1335,Ladislav Krejčí,cz CZE,"MF,FW",Bologna,it Serie A,25,1992,4.4,7,1.59,5,0,0,0,2,0,1,0.23,0,0,0,0,1,0,Matches
1336,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,14.6,13,0.89,8,0,1,2,2,0,2,0.14,1,0,0,0,1,0,Matches
1337,Bojan Krkić,es ESP,MF,Stoke City,eng Premier League,26,1990,0.8,2,2.54,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1338,Bojan Krkić,es ESP,"FW,MF",Alavés,es La Liga,26,1990,4.9,7,1.43,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1339,Michael Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,8.1,13,1.61,12,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
1340,Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,es La Liga,34,1983,6.0,13,2.19,9,3,1,0,0,0,2,0.34,2,0,0,0,0,0,Matches
1341,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,25.1,134,5.33,81,40,4,3,5,1,16,0.64,12,3,1,0,0,0,Matches
1342,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,27.3,124,4.55,93,18,4,5,2,2,13,0.48,8,2,1,2,0,0,Matches
1343,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,18.2,43,2.36,32,3,4,1,1,2,3,0.16,2,0,0,0,1,0,Matches
1344,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,24,1992,12.8,8,0.63,5,3,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
1345,Jasmin Kurtić,si SVN,"MF,FW",SPAL,it Serie A,28,1989,16.0,28,1.75,17,6,3,0,1,1,4,0.25,3,1,0,0,0,0,Matches
1346,Jasmin Kurtić,si SVN,MF,Atalanta,it Serie A,28,1989,7.4,14,1.91,12,0,1,1,0,0,1,0.14,1,0,0,0,0,0,Matches
1347,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,18.9,24,1.27,18,1,0,1,0,4,1,0.05,1,0,0,0,0,0,Matches
1348,Filip Kusić,rs SRB,"DF,MF",Köln,de Bundesliga,21,1996,0.2,1,6.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1349,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,5.3,15,2.81,14,0,1,0,0,0,1,0.19,1,0,0,0,0,0,Matches
1350,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,3.1,5,1.62,3,0,1,1,0,0,1,0.32,0,0,0,1,0,0,Matches
1351,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1352,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17.0,27,1.59,22,2,2,0,1,0,1,0.06,1,0,0,0,0,0,Matches
1353,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,eng Premier League,26,1991,23.7,49,2.06,31,0,8,4,6,0,0,0.00,0,0,0,0,0,0,Matches
1354,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1355,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,10.6,24,2.26,14,0,1,6,3,0,2,0.19,1,0,0,0,1,0,Matches
1356,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,24.5,95,3.88,59,0,13,12,10,1,13,0.53,7,0,0,4,1,1,Matches
1357,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,11.7,14,1.19,12,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1358,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1359,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,8.6,4,0.46,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1360,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1361,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1362,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17.0,6,0.35,3,3,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1363,Konrad Laimer,at AUT,"DF,MF",RB Leipzig,de Bundesliga,20,1997,14.9,31,2.09,29,1,1,0,0,0,2,0.13,2,0,0,0,0,0,Matches
1364,Kenny Lala,mg MAD,DF,Strasbourg,fr Ligue 1,25,1991,30.3,71,2.35,46,13,8,1,3,0,9,0.30,6,0,2,1,0,0,Matches
1365,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,29,1988,2.7,20,7.38,17,0,1,1,1,0,2,0.74,1,0,0,1,0,0,Matches
1366,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1367,Érik Lamela,ar ARG,"FW,MF",Tottenham,eng Premier League,25,1992,9.4,41,4.37,27,6,2,1,4,1,3,0.32,2,0,0,0,1,0,Matches
1368,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,2.6,1,0.39,1,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
1369,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,10.6,6,0.57,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1370,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,4.6,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1371,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,24,1993,22.7,86,3.79,56,11,9,2,8,0,12,0.53,9,1,1,0,1,0,Matches
1372,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,16.6,43,2.59,21,1,6,6,9,0,6,0.36,1,0,1,1,3,0,Matches
1373,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23,1994,9.0,12,1.34,10,1,0,1,0,0,2,0.22,1,1,0,0,0,0,Matches
1374,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,23,1994,19.0,11,0.58,10,0,0,0,1,0,2,0.11,1,0,0,0,1,0,Matches
1375,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,30.8,14,0.45,11,1,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1376,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,24,1992,23.7,44,1.86,27,0,1,9,6,1,7,0.30,4,0,0,2,1,0,Matches
1377,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,32.5,17,0.52,15,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1378,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,34.0,89,2.62,72,2,3,1,10,1,6,0.18,5,0,1,0,0,0,Matches
1379,Borja Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1380,Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,19,1997,8.9,10,1.13,9,0,1,0,0,0,2,0.23,2,0,0,0,0,0,Matches
1381,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,27,1989,26.1,77,2.95,58,6,4,3,4,2,5,0.19,5,0,0,0,0,0,Matches
1382,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,28,1989,17.9,37,2.07,30,6,1,0,0,0,3,0.17,3,0,0,0,0,0,Matches
1383,Wesley Lautoa,nc NCL,"DF,MF",Dijon,fr Ligue 1,29,1987,6.9,4,0.58,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1384,Diego Laxalt,uy URU,DF,Genoa,it Serie A,24,1993,31.2,55,1.76,47,0,3,4,1,0,6,0.19,3,0,2,1,0,0,Matches
1385,Miguel Layún,mx MEX,DF,Sevilla,es La Liga,29,1988,13.2,21,1.60,15,4,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1386,Achraf Lazaar,ma MAR,"MF,DF",Benevento,it Serie A,25,1992,5.3,7,1.32,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1387,Valentino Lazaro,at AUT,"MF,FW",Hertha BSC,de Bundesliga,21,1996,20.7,55,2.66,39,9,3,1,2,1,9,0.43,6,2,1,0,0,0,Matches
1388,Darko Lazović,rs SRB,"DF,MF",Genoa,it Serie A,26,1990,13.8,41,3.10,32,2,3,0,3,1,5,0.38,4,1,0,0,0,0,Matches
1389,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,23,1993,34.6,77,2.22,48,4,10,2,10,3,5,0.14,2,1,1,0,0,1,Matches
1390,Mickaël Le Bihan,fr FRA,"FW,MF",Nice,fr Ligue 1,27,1990,1.2,3,2.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1391,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,28.2,35,1.24,30,1,2,0,0,2,3,0.11,3,0,0,0,0,0,Matches
1392,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,21,1996,20.2,65,3.22,36,3,5,5,15,1,6,0.30,3,0,1,1,1,0,Matches
1393,Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,26,1991,20.6,48,2.33,34,0,5,3,6,0,5,0.24,4,0,1,0,0,0,Matches
1394,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1395,Pierre Lees-Melou,fr FRA,"MF,FW",Nice,fr Ligue 1,24,1993,32.1,100,3.12,69,20,5,2,4,0,11,0.34,6,2,1,1,1,0,Matches
1396,Matthias Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,16.8,11,0.65,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1397,Lucas Leiva,br BRA,MF,Lazio,it Serie A,30,1987,32.0,88,2.75,75,2,3,2,3,3,10,0.31,8,0,0,1,1,0,Matches
1398,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,23.4,19,0.81,15,0,1,1,1,1,3,0.13,3,0,0,0,0,0,Matches
1399,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,es La Liga,24,1993,23.5,53,2.26,40,4,5,1,1,2,1,0.04,1,0,0,0,0,0,Matches
1400,Thomas Lemar,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,1995,26.4,107,4.05,56,30,10,4,7,0,16,0.61,7,3,4,0,2,0,Matches
1401,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,19.1,33,1.73,25,0,4,1,1,2,1,0.05,1,0,0,0,0,0,Matches
1402,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,7.8,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1403,Mauricio Lemos,uy URU,"DF,MF",Las Palmas,es La Liga,21,1995,14.0,10,0.71,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1404,Dylan Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1405,Clément Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,33.3,15,0.45,13,0,0,1,1,0,2,0.06,2,0,0,0,0,0,Matches
1406,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,30,1987,12.4,22,1.77,13,0,1,5,2,1,3,0.24,2,0,0,1,0,0,Matches
1407,Aaron Lennon,eng ENG,"FW,MF",Everton,eng Premier League,30,1987,8.8,14,1.59,9,0,1,2,2,0,3,0.34,1,0,0,1,1,0,Matches
1408,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33.0,7,0.21,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1409,Pedro León,es ESP,"FW,MF",Eibar,es La Liga,30,1986,10.3,47,4.55,13,20,6,3,4,1,5,0.48,1,3,0,1,0,0,Matches
1410,Sergio León,es ESP,FW,Betis,es La Liga,28,1989,22.0,30,1.37,17,0,3,4,5,1,4,0.18,2,0,0,2,0,0,Matches
1411,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,36.5,75,2.06,56,1,2,3,10,3,3,0.08,3,0,0,0,0,0,Matches
1412,Mehdi Léris,dz ALG,"MF,FW",Chievo,it Serie A,19,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1413,Jefferson Lerma,co COL,MF,Levante,es La Liga,22,1994,23.7,46,1.94,39,0,2,1,2,2,2,0.08,2,0,0,0,0,0,Matches
1414,Maxime Lestienne,be BEL,MF,Málaga,es La Liga,25,1992,7.4,16,2.15,8,6,1,1,0,0,2,0.27,2,0,0,0,0,0,Matches
1415,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13.0,4,0.31,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1416,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,27,1990,23.8,52,2.18,33,6,6,2,3,2,3,0.13,2,0,0,1,0,0,Matches
1417,Timo Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,4.6,2,0.43,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1418,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,24.1,71,2.94,44,1,7,11,8,0,11,0.46,6,0,3,0,2,0,Matches
1419,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,4.9,8,1.65,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1420,Stephan Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,18.9,22,1.16,20,0,0,0,2,0,3,0.16,3,0,0,0,0,0,Matches
1421,Dimitri Liénard,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,29,1988,28.9,110,3.80,52,47,4,1,4,2,9,0.31,4,5,0,0,0,0,Matches
1422,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,9.6,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1423,Lucas Lima,br BRA,"DF,FW",Nantes,fr Ligue 1,25,1991,29.5,103,3.49,47,42,6,6,1,1,3,0.10,2,1,0,0,0,0,Matches
1424,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,23,1994,14.3,6,0.42,5,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1425,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,23.8,70,2.95,56,1,3,3,5,2,10,0.42,7,0,1,1,1,0,Matches
1426,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,24,1992,20.2,69,3.42,45,6,9,4,5,0,10,0.50,6,0,3,1,0,0,Matches
1427,Pol Lirola,es ESP,"DF,FW",Sassuolo,it Serie A,19,1997,22.5,30,1.33,26,0,3,0,1,0,1,0.04,1,0,0,0,0,0,Matches
1428,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,29.7,42,1.41,35,1,0,1,2,3,3,0.10,3,0,0,0,0,0,Matches
1429,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11.0,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1430,Adem Ljajić,rs SRB,"MF,FW",Torino,it Serie A,25,1991,24.1,129,5.39,84,28,8,4,4,1,19,0.79,12,5,1,1,0,0,Matches
1431,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,25.8,11,0.43,11,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
1432,Fernando Llorente,es ESP,"FW,MF",Tottenham,eng Premier League,32,1985,2.6,5,1.89,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1433,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,6.1,11,1.81,8,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1434,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36.0,4,0.11,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1435,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,19.7,62,3.14,42,5,4,4,3,4,8,0.41,4,1,2,0,1,0,Matches
1436,Simone Lo Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,0.4,2,5.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1437,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,34.0,41,1.21,36,0,3,1,1,0,1,0.03,1,0,0,0,0,0,Matches
1438,Jürgen Locadia,cw CUW,"FW,MF",Brighton,eng Premier League,23,1993,2.5,4,1.61,3,0,0,0,1,0,1,0.40,1,0,0,0,0,0,Matches
1439,Manuel Locatelli,it ITA,MF,Milan,it Serie A,19,1998,7.6,25,3.30,22,0,2,1,0,0,2,0.26,2,0,0,0,0,0,Matches
1440,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,eng Premier League,21,1996,20.8,73,3.51,48,0,12,3,8,2,8,0.38,5,0,1,1,1,0,Matches
1441,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,3,1.62,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1442,Joe Lolley,eng ENG,"FW,MF",Huddersfield,eng Premier League,24,1992,2.5,6,2.44,4,0,2,0,0,0,1,0.41,0,0,1,0,0,0,Matches
1443,David Lombán,es ESP,DF,Eibar,es La Liga,30,1987,11.0,4,0.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1444,Cristiano Lombardi,it ITA,"MF,DF",Benevento,it Serie A,21,1995,12.4,27,2.19,18,1,3,1,2,2,3,0.24,2,0,1,0,0,0,Matches
1445,Kevin Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16.0,10,0.62,8,0,0,1,0,1,3,0.19,3,0,0,0,0,0,Matches
1446,Shane Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,55,3.13,36,0,2,5,9,3,5,0.28,3,0,1,0,1,0,Matches
1447,Ademola Lookman,ng NGA,"FW,MF",Everton,eng Premier League,19,1997,1.8,2,1.13,2,0,0,0,0,0,1,0.57,1,0,0,0,0,0,Matches
1448,Ademola Lookman,ng NGA,"MF,FW",RB Leipzig,de Bundesliga,19,1997,6.4,34,5.33,22,3,5,1,3,0,7,1.10,4,0,2,1,0,0,Matches
1449,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34.0,9,0.26,5,4,0,0,0,0,2,0.06,0,2,0,0,0,0,Matches
1450,Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,21,1995,28.1,82,2.91,54,1,9,9,7,2,13,0.46,7,0,1,3,2,0,Matches
1451,Adrián López,es ESP,"FW,MF",La Coruña,es La Liga,29,1988,26.1,77,2.96,56,0,8,6,7,0,6,0.23,6,0,0,0,0,0,Matches
1452,Alberto López,es ESP,DF,Málaga,es La Liga,22,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1453,Andoni López,es ESP,DF,Athletic Club,es La Liga,21,1996,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1454,David López,es ESP,"DF,MF",Espanyol,es La Liga,27,1989,37.0,30,0.81,27,0,0,1,1,1,2,0.05,2,0,0,0,0,0,Matches
1455,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1456,Iván López,es ESP,DF,Levante,es La Liga,23,1993,1.9,3,1.56,0,2,1,0,0,0,1,0.52,0,1,0,0,0,0,Matches
1457,Javi López,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,13,1.21,11,2,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1458,Lisandro López,ar ARG,DF,Inter,it Serie A,27,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1459,Maxi López,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,48,2.57,39,0,3,3,3,0,5,0.27,2,0,1,1,1,0,Matches
1460,Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,19,1997,15.3,72,4.71,62,6,1,1,2,0,3,0.20,3,0,0,0,0,0,Matches
1461,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,22,1.24,14,5,0,1,2,0,1,0.06,1,0,0,0,0,0,Matches
1462,Pau López,es ESP,GK,Espanyol,es La Liga,22,1994,28.5,5,0.18,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1463,Pedro López,es ESP,GK,Betis,es La Liga,22,1995,4.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1464,Víctor López,es ESP,MF,Alavés,es La Liga,20,1997,0.7,2,3.00,2,0,0,0,0,0,1,1.50,1,0,0,0,0,0,Matches
1465,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38.0,8,0.21,5,3,0,0,0,0,2,0.05,1,1,0,0,0,0,Matches
1466,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,21,0.89,17,0,0,4,0,0,3,0.13,2,0,0,1,0,0,Matches
1467,Chris Löwe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,20,1.13,9,6,0,1,2,2,2,0.11,1,1,0,0,0,0,Matches
1468,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,34,1.33,25,3,0,1,4,1,5,0.20,5,0,0,0,0,0,Matches
1469,Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,24,1993,5.2,9,1.72,6,0,3,0,0,0,1,0.19,1,0,0,0,0,0,Matches
1470,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8.0,9,1.13,7,0,1,1,0,0,1,0.12,0,0,0,1,0,0,Matches
1471,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,35,1.90,32,0,2,0,1,0,5,0.27,5,0,0,0,0,0,Matches
1472,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22,1995,32.4,72,2.22,60,2,5,2,3,0,9,0.28,5,0,1,1,2,0,Matches
1473,José Luis Morales,es ESP,"MF,FW",Levante,es La Liga,30,1987,34.0,109,3.21,61,6,24,8,7,3,18,0.53,6,1,6,1,4,0,Matches
1474,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22.0,12,0.55,8,2,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
1475,Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,49,1.68,34,3,4,3,5,0,5,0.17,4,0,1,0,0,0,Matches
1476,David Luiz,br BRA,"DF,MF",Chelsea,eng Premier League,30,1987,9.3,7,0.75,6,0,0,0,1,0,3,0.32,2,0,0,0,1,0,Matches
1477,Douglas Luiz,br BRA,"MF,FW",Girona,es La Liga,19,1998,3.4,9,2.62,5,2,0,1,1,0,1,0.29,0,0,0,1,0,0,Matches
1478,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,5,0.70,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1479,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,23,1994,15.1,41,2.73,37,1,2,1,0,0,7,0.47,6,0,1,0,0,0,Matches
1480,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,80,2.51,61,0,4,14,1,0,18,0.57,13,0,2,3,0,0,Matches
1481,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1482,Dodi Lukebakio,be BEL,"MF,FW",Watford,eng Premier League,19,1997,0.2,2,11.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1483,Saša Lukić,rs SRB,MF,Levante,es La Liga,20,1996,11.0,19,1.72,17,0,0,0,1,1,3,0.27,3,0,0,0,0,0,Matches
1484,Senad Lulić,ba BIH,"DF,MF",Lazio,it Serie A,31,1986,27.0,89,3.30,68,2,11,5,3,0,19,0.70,14,0,2,2,1,0,Matches
1485,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1486,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,27,1.20,21,5,0,0,0,1,2,0.09,2,0,0,0,0,0,Matches
1487,Arnaud Lusamba,cd COD,MF,Nice,fr Ligue 1,20,1997,1.8,8,4.44,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1488,Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,de Bundesliga,29,1988,17.6,19,1.08,17,0,0,0,2,0,1,0.06,1,0,0,0,0,0,Matches
1489,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1490,Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,1,0.28,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1491,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,5,0.66,2,3,0,0,0,0,2,0.26,1,1,0,0,0,0,Matches
1492,Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,7,1.29,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1493,Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1494,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,15,0.91,14,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1495,Zinédine Machach,fr FRA,"FW,MF",Toulouse,fr Ligue 1,21,1996,2.1,5,2.34,2,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1496,Pablo Maffeo,es ESP,DF,Girona,es La Liga,20,1997,29.4,58,1.98,38,4,3,2,9,2,7,0.24,3,0,0,1,3,0,Matches
