Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive_90,PassDead_90,TO_90,Sh_90,Fld_90,Def_90,Matches
557,Andrea Cossu,it ITA,"MF,FW",Cagliari,it Serie A,37,1980,2.7,8,2.96,4,2,1,0,1,0,1,0.37,0,1,0,0,0,0,Matches
558,Andrea Costa,it ITA,DF,Benevento,it Serie A,31,1986,15.3,9,0.59,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
559,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,24,1993,13.4,25,1.87,22,2,0,1,0,0,2,0.15,2,0,0,0,0,0,Matches
560,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,11.6,31,2.68,23,0,1,2,3,2,6,0.52,4,0,0,0,1,1,Matches
561,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,26,1990,19.9,124,6.22,89,8,17,4,4,2,26,1.30,19,0,4,2,1,0,Matches
562,Filippo Costa,it ITA,DF,SPAL,it Serie A,22,1995,16.4,37,2.26,23,12,0,0,2,0,3,0.18,2,1,0,0,0,0,Matches
563,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29,1988,28.2,60,2.13,48,4,2,3,2,1,0,0.00,0,0,0,0,0,0,Matches
564,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,33,1983,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
565,Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,26,1991,19.2,49,2.56,23,1,7,4,11,3,11,0.57,4,0,2,0,4,1,Matches
566,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
567,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,3.8,10,2.64,8,0,1,0,1,0,1,0.26,1,0,0,0,0,0,Matches
568,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,9.3,27,2.90,16,0,3,4,4,0,5,0.54,1,0,0,4,0,0,Matches
569,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35.0,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
570,Philippe Coutinho,br BRA,"MF,FW",Liverpool,eng Premier League,25,1992,12.3,92,7.46,57,13,11,6,4,1,16,1.30,8,2,4,0,2,0,Matches
571,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,25,1992,14.4,63,4.37,44,9,6,1,2,1,8,0.56,7,1,0,0,0,0,Matches
572,Nicolas Cozza,fr FRA,"DF,MF",Montpellier,fr Ligue 1,18,1999,6.4,13,2.02,8,1,1,0,2,1,1,0.16,1,0,0,0,0,0,Matches
573,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,28.2,4,0.14,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
574,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
575,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
576,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27,1989,34.1,66,1.94,36,24,1,2,3,0,9,0.26,6,3,0,0,0,0,Matches
577,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,6.2,16,2.58,13,0,0,0,1,2,3,0.48,1,0,0,0,1,1,Matches
578,Bryan Cristante,it ITA,MF,Atalanta,it Serie A,22,1995,31.4,97,3.09,74,0,6,11,3,3,5,0.16,4,0,0,1,0,0,Matches
579,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,23,1993,3.0,7,2.35,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
580,Enzo Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,11.4,25,2.20,17,0,2,2,4,0,0,0.00,0,0,0,0,0,0,Matches
581,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,8.1,14,1.74,8,0,2,0,4,0,2,0.25,1,0,0,0,1,0,Matches
582,Giovanni Crociata,it ITA,"MF,FW",Crotone,it Serie A,19,1997,3.2,10,3.11,8,0,2,0,0,0,1,0.31,1,0,0,0,0,0,Matches
583,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
584,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,37,2.13,35,0,0,1,1,0,2,0.11,2,0,0,0,0,0,Matches
585,Juan Cruz,es ESP,FW,Málaga,es La Liga,17,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
586,Juan Cuadrado,co COL,"FW,MF",Juventus,it Serie A,29,1988,15.0,78,5.18,62,1,6,2,6,1,10,0.66,8,0,1,0,1,0,Matches
587,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,1984,35.0,6,0.17,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
588,Mickaël Cuisance,fr FRA,"MF,FW",Gladbach,de Bundesliga,17,1999,13.4,47,3.51,25,8,7,2,4,1,4,0.30,0,2,1,1,0,0,Matches
589,Josh Cullen,ie IRL,MF,West Ham,eng Premier League,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
590,Patrick Cutrone,it ITA,FW,Milan,it Serie A,19,1998,16.7,28,1.67,21,0,0,6,1,0,6,0.36,3,0,0,2,1,0,Matches
591,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,10.6,31,2.94,15,12,1,3,0,0,4,0.38,2,2,0,0,0,0,Matches
592,Marco D'Alessandro,it ITA,"MF,FW",Benevento,it Serie A,26,1991,11.6,37,3.19,23,0,5,2,5,2,3,0.26,1,0,0,0,2,0,Matches
593,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,28,1988,33.1,73,2.21,56,4,0,3,5,5,9,0.27,5,0,0,1,2,1,Matches
594,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,31.5,13,0.41,10,2,0,0,1,0,1,0.03,0,0,0,0,1,0,Matches
595,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,10.5,7,0.67,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
596,Bryan Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,6.6,11,1.68,10,0,1,0,0,0,1,0.15,1,0,0,0,0,0,Matches
597,Bryan Dabo,bf BFA,"MF,FW",Saint-Étienne,fr Ligue 1,25,1992,14.3,35,2.45,26,1,2,2,3,1,3,0.21,1,0,1,0,1,0,Matches
598,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,12.7,41,3.22,32,1,4,2,0,2,9,0.71,7,0,2,0,0,0,Matches
599,Dario Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,16.7,7,0.42,5,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
600,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,33,1984,28.6,18,0.63,15,0,1,1,0,1,3,0.10,2,0,0,1,0,0,Matches
601,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,eng Premier League,30,1986,33.4,57,1.71,43,10,0,2,0,2,4,0.12,3,0,0,1,0,0,Matches
602,Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,15.0,24,1.60,19,0,0,1,1,3,2,0.13,1,0,0,0,0,1,Matches
603,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,13,0.82,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches
604,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,12,0.98,9,2,0,1,0,0,1,0.08,0,0,0,1,0,0,Matches
605,Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,27,0.83,20,1,0,5,0,1,4,0.12,3,0,0,0,0,1,Matches
606,Romain Danzé,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,5,0.66,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
607,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,5,1.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
608,Stéphane Darbion,fr FRA,"FW,MF",Troyes,fr Ligue 1,33,1984,19.0,44,2.32,35,2,0,3,4,0,6,0.32,5,0,0,1,0,0,Matches
609,Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,de Bundesliga,18,1999,0.3,1,3.33,1,0,0,0,0,0,1,3.33,1,0,0,0,0,0,Matches
610,Sergi Darder,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,66,2.14,46,11,3,2,1,3,3,0.10,2,1,0,0,0,0,Matches
611,Sergi Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,3,1.29,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
612,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,39,2.15,31,1,3,1,3,0,4,0.22,4,0,0,0,0,0,Matches
613,Karl Darlow,wls WAL,GK,Newcastle Utd,eng Premier League,26,1990,10.0,3,0.30,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
614,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,4,0.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
615,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,24,1993,25.8,82,3.18,59,16,1,4,2,0,7,0.27,5,1,0,1,0,0,Matches
616,Tom Davies,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,34,1.61,25,3,1,2,3,0,6,0.28,5,0,0,1,0,0,Matches
617,Steven Davis,nir NIR,MF,Southampton,eng Premier League,32,1985,16.9,46,2.72,38,6,1,0,1,0,2,0.12,1,0,0,0,1,0,Matches
618,Salem Al-Dawsari,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
619,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,31,1.11,21,1,0,6,3,0,2,0.07,1,0,0,1,0,0,Matches
620,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,215,6.30,152,43,8,6,5,1,34,1.00,30,2,1,1,0,0,Matches
621,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,13,0.57,12,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
622,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,it Serie A,23,1994,25.8,121,4.69,76,25,6,6,7,1,12,0.47,8,3,0,1,0,0,Matches
623,Daniele De Rossi,it ITA,MF,Roma,it Serie A,34,1983,20.3,41,2.02,37,1,0,2,1,0,4,0.20,3,0,0,1,0,0,Matches
624,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,10.8,19,1.77,19,0,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
625,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,29,1988,32.8,50,1.52,36,7,3,3,0,1,6,0.18,5,0,0,1,0,0,Matches
626,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,39,1.81,31,3,1,0,2,2,5,0.23,5,0,0,0,0,0,Matches
627,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,26,1.78,23,0,1,1,1,0,2,0.14,2,0,0,0,0,0,Matches
628,Troy Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,48,2.34,43,0,0,3,2,0,5,0.24,5,0,0,0,0,0,Matches
629,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,12.1,28,2.32,19,0,0,6,2,1,4,0.33,1,0,0,2,0,1,Matches
630,Steven Defour,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,45,2.03,40,0,1,4,0,0,3,0.14,3,0,0,0,0,0,Matches
631,Grégoire Defrel,mq MTQ,"FW,MF",Roma,it Serie A,26,1991,5.4,17,3.15,11,2,2,0,1,1,3,0.56,2,0,0,0,0,1,Matches
632,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,5.0,7,1.40,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
633,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,27,1990,8.4,19,2.25,17,0,0,1,1,0,2,0.24,2,0,0,0,0,0,Matches
634,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
635,Thomas Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,63,2.03,48,3,1,5,5,1,4,0.13,3,0,0,0,0,1,Matches
636,Jonathan Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,20,3.09,18,0,1,0,1,0,1,0.15,1,0,0,0,0,0,Matches
637,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,3,0.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
638,Andy Delort,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,82,3.16,50,10,6,8,8,0,7,0.27,5,1,0,0,1,0,Matches
639,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,40,2.07,36,1,2,0,1,0,6,0.31,5,0,1,0,0,0,Matches
640,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,50,2.39,42,0,2,2,2,2,2,0.10,2,0,0,0,0,0,Matches
641,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,20,1997,10.3,52,5.06,31,8,8,3,2,0,11,1.07,8,0,1,2,0,0,Matches
642,Jessy Deminguet,fr FRA,"MF,FW",Caen,fr Ligue 1,19,1998,5.9,19,3.20,11,6,0,1,0,1,2,0.34,1,0,0,0,0,1,Matches
643,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,58,4.31,35,13,8,0,1,1,3,0.22,1,2,0,0,0,0,Matches
644,Ermedin Demirović,ba BIH,FW,Alavés,es La Liga,19,1998,2.0,4,1.98,2,0,0,2,0,0,1,0.49,1,0,0,0,0,0,Matches
645,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,83,3.27,72,2,2,2,3,2,12,0.47,10,0,0,0,2,0,Matches
646,Fabio Depaoli,it ITA,"DF,MF",Chievo,it Serie A,20,1997,13.2,13,0.98,12,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
647,Mathieu Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,33,1.23,25,2,2,0,2,2,3,0.11,3,0,0,0,0,0,Matches
648,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,32,1.58,22,0,3,3,3,1,6,0.30,2,0,2,1,1,0,Matches
649,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,9,0.42,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
650,Gregory van der Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,5,1.56,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
651,Daniele Dessena,it ITA,"MF,DF",Cagliari,it Serie A,30,1987,6.4,8,1.26,5,0,0,1,1,1,1,0.16,1,0,0,0,0,0,Matches
652,Mattia Destro,it ITA,FW,Bologna,it Serie A,26,1991,18.0,40,2.23,26,0,6,5,3,0,7,0.39,3,0,1,3,0,0,Matches
653,Gerard Deulofeu,es ESP,"FW,MF",Watford,eng Premier League,23,1994,4.8,17,3.52,9,3,2,1,2,0,1,0.21,0,0,0,0,1,0,Matches
654,Gerard Deulofeu,es ESP,"MF,FW",Barcelona,es La Liga,23,1994,5.6,18,3.22,12,3,2,0,1,0,1,0.18,1,0,0,0,0,0,Matches
655,Gianluca Di Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,25,2.23,17,7,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
656,Federico Di Francesco,it ITA,"FW,DF",Bologna,it Serie A,23,1994,17.7,41,2.32,33,0,4,1,3,0,4,0.23,3,0,0,0,1,0,Matches
657,Davide Di Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
658,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.5,123,5.25,78,25,9,6,4,1,12,0.51,8,2,1,0,0,1,Matches
659,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,de Bundesliga,28,1989,18.4,38,2.07,24,0,1,7,5,1,4,0.22,2,0,0,1,1,0,Matches
660,Cheick Diabaté,ml MLI,FW,Benevento,it Serie A,29,1988,7.4,6,0.81,4,0,0,1,1,0,1,0.14,1,0,0,0,0,0,Matches
661,Fousseni Diabaté,ml MLI,"MF,FW",Leicester City,eng Premier League,21,1995,6.5,24,3.68,18,0,3,1,2,0,4,0.61,4,0,0,0,0,0,Matches
662,Moussa Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,1,1.30,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
663,Fallou Diagne,sn SEN,"DF,MF",Metz,fr Ligue 1,27,1989,24.9,24,0.97,19,1,0,1,1,2,4,0.16,3,0,0,1,0,0,Matches
664,Adama Diakhaby,fr FRA,FW,Monaco,fr Ligue 1,21,1996,9.4,16,1.69,9,0,2,0,4,1,4,0.42,3,0,0,0,1,0,Matches
665,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,20,1996,8.1,1,0.12,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
666,Abdou Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,26.8,24,0.89,18,1,2,1,0,2,3,0.11,3,0,0,0,0,0,Matches
667,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
668,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
669,Mustapha Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,20,1.30,11,0,2,4,2,1,0,0.00,0,0,0,0,0,0,Matches
670,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,39,1.72,26,0,5,2,0,6,0,0.00,0,0,0,0,0,0,Matches
671,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,12,1.78,10,0,2,0,0,0,1,0.15,1,0,0,0,0,0,Matches
672,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,15,2.06,13,0,0,1,0,1,3,0.41,3,0,0,0,0,0,Matches
673,Brahim Díaz,ma MAR,"FW,DF",Manchester City,eng Premier League,17,1999,0.6,2,3.27,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
674,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,25,0.81,18,4,3,0,0,0,2,0.06,1,0,1,0,0,0,Matches
675,Daniel Didavi,de GER,MF,Wolfsburg,de Bundesliga,27,1990,24.9,60,2.41,43,7,1,6,3,0,9,0.36,6,3,0,0,0,0,Matches
676,Thomas Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9.0,2,0.22,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
677,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18.0,37,2.06,28,5,0,2,2,0,2,0.11,1,0,0,1,0,0,Matches
678,Adrián Diéguez,es ESP,DF,Alavés,es La Liga,21,1996,4.8,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
679,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,42,2.02,29,4,3,0,5,1,4,0.19,4,0,0,0,0,0,Matches
680,Eric Dier,eng ENG,"MF,DF",Tottenham,eng Premier League,23,1994,31.4,40,1.27,37,0,0,2,1,0,4,0.13,4,0,0,0,0,0,Matches
681,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,7.8,11,1.41,9,0,0,0,0,2,2,0.26,2,0,0,0,0,0,Matches
682,Landry Dimata,be BEL,FW,Wolfsburg,de Bundesliga,19,1997,10.0,29,2.90,13,0,0,3,12,1,3,0.30,3,0,0,0,0,0,Matches
683,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13.2,27,2.04,25,0,1,1,0,0,3,0.23,2,0,0,1,0,0,Matches
684,Ismaël Diomandé,ci CIV,"DF,MF",Caen,fr Ligue 1,24,1992,7.9,2,0.25,2,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
685,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.3,22,2.13,13,0,2,2,5,0,3,0.29,0,0,0,0,3,0,Matches
686,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34.0,23,0.68,14,2,2,3,2,0,0,0.00,0,0,0,0,0,0,Matches
687,Papakouli Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,4,1.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
688,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,21,2.01,17,1,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
689,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,15,1.00,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
690,Djené,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,12,0.33,9,0,1,1,1,0,1,0.03,1,0,0,0,0,0,Matches
691,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,21,0.78,13,3,3,0,0,2,2,0.07,2,0,0,0,0,0,Matches
692,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,17,0.61,11,2,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches
693,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,15,0.50,13,1,0,1,0,0,4,0.13,3,0,0,1,0,0,Matches
694,Berat Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30.0,22,0.73,17,1,1,2,1,0,2,0.07,2,0,0,0,0,0,Matches
695,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,8,0.22,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
696,Keagan Dolly,za RSA,"MF,FW",Montpellier,fr Ligue 1,24,1993,9.8,55,5.62,27,17,5,4,1,1,3,0.31,3,0,0,0,0,0,Matches
697,Jaume Doménech,es ESP,GK,Valencia,es La Liga,26,1990,5.0,2,0.40,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
698,Jean-Luc Dompé,fr FRA,FW,Amiens,fr Ligue 1,21,1995,0.3,2,6.21,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
699,Giulio Donati,it ITA,"DF,FW",Mainz 05,de Bundesliga,27,1990,25.4,47,1.86,34,7,1,0,5,0,3,0.12,3,0,0,0,0,0,Matches
700,Ji Dong-won,kr KOR,"FW,MF",Augsburg,de Bundesliga,26,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
701,Anastasios Donis,gr GRE,"MF,FW",Stuttgart,de Bundesliga,20,1996,10.5,34,3.22,15,0,11,2,4,2,8,0.76,2,0,4,0,1,1,Matches
702,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
703,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,36,1.81,24,0,8,2,2,0,4,0.20,2,0,2,0,0,0,Matches
704,Dória,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
705,Niklas Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
706,Mauro dos Santos,ar ARG,DF,Leganés,es La Liga,28,1989,10.9,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
707,Mathieu Dossevi,tg TOG,"FW,MF",Metz,fr Ligue 1,29,1988,27.9,134,4.81,83,28,15,3,4,1,14,0.50,10,2,1,0,0,1,Matches
708,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,24,1993,36.9,99,2.68,83,1,6,4,1,4,7,0.19,6,0,1,0,0,0,Matches
709,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,24,1992,11.4,14,1.23,14,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
710,Mohamed Dräger,tn TUN,"MF,FW",Freiburg,de Bundesliga,21,1996,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
711,Aleksandar Dragović,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,3,0.35,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
712,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
713,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,1,0.41,1,0,0,0,0,0,1,0.41,1,0,0,0,0,0,Matches
714,Boukary Dramé,sn SEN,"DF,MF",SPAL,it Serie A,32,1985,1.1,1,0.98,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
715,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,23,1993,18.9,79,4.17,64,5,4,3,0,3,19,1.00,15,1,1,2,0,0,Matches
716,Danny Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,13,2.22,11,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
717,Josip Drmić,ch SUI,"FW,MF",Gladbach,de Bundesliga,24,1992,5.2,12,2.31,10,0,1,1,0,0,4,0.77,2,0,1,1,0,0,Matches
718,Rick van Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16.0,10,0.62,7,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
719,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11.0,6,0.55,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
720,Rubén Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,43,1.81,31,5,1,2,3,1,3,0.13,2,0,0,0,1,0,Matches
721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,116,3.46,66,31,7,8,3,1,9,0.27,4,2,1,1,1,0,Matches
722,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12.0,3,0.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
723,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,19,2.30,15,0,4,0,0,0,1,0.12,1,0,0,0,0,0,Matches
