Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive_90,PassDead_90,TO_90,Sh_90,Fld_90,Def_90,Matches
2263,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23,2001,10.8,10,0.93,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2264,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,2001,13.5,11,0.82,9,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
2265,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20,2004,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2266,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31,1993,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,2001,30.2,71,2.35,58,5,2,0,3,3,3,0.10,3,0,0,0,0,0,Matches
2268,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,2003,9.0,38,4.24,20,2,8,6,2,0,7,0.78,4,0,1,2,0,0,Matches
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,37.8,42,1.11,35,2,0,5,0,0,4,0.11,2,1,0,1,0,0,Matches
2270,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17,2006,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,25.5,28,1.10,19,0,0,6,3,0,2,0.08,1,0,0,0,1,0,Matches
2272,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,2002,19.5,39,2.00,35,1,1,2,0,0,4,0.21,4,0,0,0,0,0,Matches
2273,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,1996,14.6,36,2.46,31,2,1,1,1,0,4,0.27,4,0,0,0,0,0,Matches
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24,2000,15.0,17,1.14,12,0,1,3,1,0,1,0.07,0,0,0,1,0,0,Matches
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,1996,21.4,89,4.16,79,0,2,6,0,2,14,0.65,12,0,0,1,0,1,Matches
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34.0,8,0.24,7,0,0,0,0,1,2,0.06,1,0,0,0,0,1,Matches
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,18.4,64,3.47,37,0,9,7,9,2,8,0.43,3,0,3,1,1,0,Matches
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14.0,4,0.29,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26,1997,25.1,56,2.23,44,8,4,0,0,0,5,0.20,4,0,1,0,0,0,Matches
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28.0,6,0.21,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29.0,5,0.17,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,1999,10.0,35,3.50,20,1,4,4,5,1,4,0.40,1,0,2,1,0,0,Matches
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,1993,17.6,19,1.08,17,1,1,0,0,0,3,0.17,3,0,0,0,0,0,Matches
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,1997,7.3,20,2.76,10,0,4,2,3,1,2,0.28,1,0,0,1,0,0,Matches
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31,1993,22.9,38,1.66,33,3,0,0,2,0,2,0.09,2,0,0,0,0,0,Matches
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,1994,18.0,42,2.34,26,3,1,6,1,5,6,0.33,2,0,0,0,1,3,Matches
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,1995,13.7,20,1.57,19,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,1997,9.2,15,1.64,8,0,2,2,1,2,3,0.33,0,0,1,1,0,1,Matches
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,1997,2.5,3,1.19,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,1999,15.4,55,3.57,42,2,3,4,4,0,10,0.65,5,0,1,2,2,0,Matches
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25,1999,1.0,9,9.00,6,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,1996,18.8,10,0.53,8,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25,1999,9.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,1999,23.8,15,0.66,12,0,2,0,1,0,2,0.09,1,0,1,0,0,0,Matches
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20,2004,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,2001,14.4,67,4.66,57,1,5,3,1,0,6,0.42,5,0,0,1,0,0,Matches
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,1995,10.1,27,2.69,18,0,5,1,2,1,0,0.00,0,0,0,0,0,0,Matches
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25,1998,11.3,12,1.11,11,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,2001,19.2,117,6.09,71,20,12,10,4,0,23,1.20,14,5,2,1,1,0,Matches
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16,2008,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2302,Marco Sala,it ITA,DF,Como,it Serie A,25,1999,2.9,6,2.07,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25,1999,0.8,1,1.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22,2001,4.0,11,2.76,8,0,2,1,0,0,2,0.50,1,0,0,1,0,0,Matches
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32,1992,37.5,169,4.51,123,2,22,14,5,3,27,0.72,20,0,5,2,0,0,Matches
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22,2002,1.7,4,2.37,4,0,0,0,0,0,1,0.59,1,0,0,0,0,0,Matches
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24,2000,4.1,8,1.93,5,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
2308,Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18,2005,0.5,1,2.09,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22,2002,24.9,17,0.68,14,0,0,3,0,0,4,0.16,4,0,0,0,0,0,Matches
2310,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27,1996,25.7,59,2.29,43,10,1,2,3,0,5,0.19,4,0,0,0,1,0,Matches
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23,2001,33.8,27,0.80,25,0,0,1,0,1,1,0.03,1,0,0,0,0,0,Matches
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25,1999,11.4,14,1.23,11,0,0,2,0,1,1,0.09,1,0,0,0,0,0,Matches
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27,1997,0.5,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31,1992,8.9,3,0.34,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22,2002,13.0,77,5.93,50,12,8,6,0,1,6,0.46,5,0,0,1,0,0,Matches
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28,1996,3.2,4,1.24,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2317,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28,1995,0.4,1,2.73,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2318,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28,1995,12.8,42,3.29,30,0,3,2,5,2,5,0.39,4,0,0,0,1,0,Matches
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30,1994,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30,1994,15.0,4,0.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24,1999,16.3,35,2.14,32,0,0,2,0,1,3,0.18,3,0,0,0,0,0,Matches
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27,1996,4.3,11,2.56,9,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20,2004,8.1,15,1.86,9,3,1,0,2,0,2,0.25,0,0,1,0,1,0,Matches
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,1996,14.6,21,1.44,14,1,0,3,3,0,3,0.21,1,1,0,0,1,0,Matches
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,18.0,50,2.77,38,0,4,5,3,0,8,0.44,4,0,1,3,0,0,Matches
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35,1988,4.9,18,3.71,13,1,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27,1997,15.5,18,1.16,12,2,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
2328,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31,1992,15.6,64,4.11,46,7,4,1,5,1,5,0.32,5,0,0,0,0,0,Matches
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27,1997,22.5,14,0.62,13,0,0,1,0,0,2,0.09,1,0,0,1,0,0,Matches
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20,2003,19.1,40,2.09,36,0,2,2,0,0,5,0.26,5,0,0,0,0,0,Matches
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23,2000,29.3,40,1.37,28,5,0,5,2,0,3,0.10,2,0,0,1,0,0,Matches
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26,1997,32.0,7,0.22,6,1,0,0,0,0,2,0.06,1,1,0,0,0,0,Matches
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24,2000,19.6,70,3.57,63,0,3,1,3,0,10,0.51,9,0,0,0,1,0,Matches
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26,1998,15.6,28,1.80,20,4,1,3,0,0,1,0.06,1,0,0,0,0,0,Matches
2335,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24,2000,5.0,7,1.39,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28,1996,18.2,76,4.18,55,1,8,5,5,2,9,0.49,7,0,1,0,0,1,Matches
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,13.8,12,0.87,10,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2338,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26,1997,6.6,8,1.22,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2339,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18,2006,12.9,18,1.40,14,2,2,0,0,0,5,0.39,3,1,1,0,0,0,Matches
2340,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,2001,8.4,16,1.91,8,0,4,2,2,0,2,0.24,1,0,0,0,1,0,Matches
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23,2000,33.8,62,1.83,50,0,3,2,4,3,5,0.15,4,0,0,0,0,1,Matches
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29,1994,2.6,6,2.29,4,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2343,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32,1991,0.7,5,6.92,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2344,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29,1995,10.3,21,2.04,15,1,1,3,1,0,1,0.10,1,0,0,0,0,0,Matches
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0,Matches
2346,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20,2004,4.1,6,1.45,2,1,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,31.7,56,1.77,47,0,1,1,2,5,6,0.19,4,0,0,0,1,1,Matches
2348,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21,2003,8.5,3,0.35,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2349,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22,2002,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2,0,0,0,1,0,Matches
2350,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,1992,9.0,28,3.10,20,6,2,0,0,0,5,0.55,4,0,1,0,0,0,Matches
2351,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,21.2,45,2.13,35,0,3,5,2,0,4,0.19,2,0,0,2,0,0,Matches
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26,1998,30.1,110,3.65,81,0,6,9,14,0,12,0.40,9,0,1,0,2,0,Matches
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25,1999,15.4,21,1.36,20,1,0,0,0,0,2,0.13,2,0,0,0,0,0,Matches
2355,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,26.3,12,0.46,10,0,0,2,0,0,2,0.08,1,0,0,1,0,0,Matches
2356,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23,2001,1.0,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2357,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22,2002,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32,1991,26.3,122,4.83,71,33,3,4,7,4,7,0.28,4,2,0,0,1,0,Matches
2359,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20,2004,19.6,111,5.66,80,2,15,4,7,3,15,0.76,10,0,2,1,1,1,Matches
2360,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21,2003,19.2,29,1.51,27,1,1,0,0,0,2,0.10,2,0,0,0,0,0,Matches
2361,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21,2002,28.6,28,0.98,21,2,1,2,1,1,2,0.07,2,0,0,0,0,0,Matches
2363,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20,2003,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2365,Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18,2005,7.4,6,0.81,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2366,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20,2004,0.4,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0,Matches
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,25.5,57,2.24,35,6,6,4,5,1,9,0.35,5,0,1,3,0,0,Matches
2368,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25,1999,17.0,29,1.70,21,0,1,1,5,1,3,0.18,2,0,1,0,0,0,Matches
2369,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32,1991,32.6,37,1.13,26,1,1,3,2,4,4,0.12,2,0,0,2,0,0,Matches
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,18.7,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0,Matches
2371,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,1994,2.7,4,1.45,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2372,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21,2002,12.5,10,0.80,8,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2373,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26,1997,2.0,2,0.99,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2374,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,14.4,24,1.67,20,0,1,2,0,1,2,0.14,2,0,0,0,0,0,Matches
2375,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24,1999,22.0,50,2.27,41,4,1,2,1,1,6,0.27,4,2,0,0,0,0,Matches
2376,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31,1992,1.1,7,6.06,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2377,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24,2000,31.5,151,4.80,111,16,5,11,7,1,13,0.41,10,1,0,1,1,0,Matches
2378,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26,1998,2.3,12,5.27,6,4,0,2,0,0,1,0.44,1,0,0,0,0,0,Matches
2379,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25,1999,29.8,56,1.88,44,1,3,6,1,1,4,0.13,3,0,0,1,0,0,Matches
2380,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,29,1995,3.4,8,2.34,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2381,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2382,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,25,1998,12.8,82,6.39,31,20,10,3,18,0,7,0.55,3,2,0,0,2,0,Matches
2383,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20,2003,8.4,29,3.45,19,2,0,2,3,3,2,0.24,2,0,0,0,0,0,Matches
2384,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28,1996,13.0,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2385,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2386,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21,2003,2.1,4,1.91,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2387,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32,1991,6.6,2,0.30,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2388,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19,2005,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2389,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24,2000,8.9,12,1.34,8,2,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2390,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,23,2001,23.2,49,2.12,39,10,0,0,0,0,3,0.13,3,0,0,0,0,0,Matches
2391,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,21,2002,9.9,19,1.93,17,0,0,1,1,0,1,0.10,1,0,0,0,0,0,Matches
2392,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32,1992,38.0,6,0.16,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2393,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,30,1993,32.1,60,1.87,44,1,8,1,3,3,6,0.19,6,0,0,0,0,0,Matches
2394,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,2000,35.6,132,3.71,85,4,21,15,5,2,13,0.37,7,1,2,1,2,0,Matches
2395,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23,2001,2.5,3,1.19,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2396,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27,1997,12.3,16,1.30,16,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
2397,Stefano Sensi,it ITA,MF,Monza,it Serie A,28,1995,3.0,15,4.89,13,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2398,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,1997,15.3,29,1.90,19,0,3,3,4,0,1,0.07,1,0,0,0,0,0,Matches
2399,Sergi,es ESP,DF,Leganés,es La Liga,32,1992,32.9,12,0.37,11,0,0,0,1,0,3,0.09,2,0,0,0,1,0,Matches
2400,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21,2003,1.2,2,1.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2401,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,2003,26.4,51,1.93,31,0,11,7,2,0,9,0.34,4,0,2,2,1,0,Matches
2402,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24,2000,6.4,24,3.72,20,0,1,2,1,0,4,0.62,4,0,0,0,0,0,Matches
2403,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,31,1992,12.2,47,3.85,37,1,2,4,3,0,9,0.74,7,0,0,1,1,0,Matches
2404,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29,1995,3.9,10,2.58,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2405,Alen Sherri,al ALB,GK,Cagliari,it Serie A,26,1997,6.9,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2406,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29,1995,12.2,32,2.62,27,0,0,4,0,1,7,0.57,7,0,0,0,0,0,Matches
2407,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32,1992,23.3,35,1.50,34,0,0,0,1,0,7,0.30,7,0,0,0,0,0,Matches
2408,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21,2003,8.5,17,2.00,10,0,2,4,1,0,4,0.47,3,0,0,1,0,0,Matches
2409,Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,32,1992,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2410,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28,1995,26.7,63,2.36,39,16,1,4,2,1,4,0.15,4,0,0,0,0,0,Matches
2411,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24,2000,13.1,15,1.14,14,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2412,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2413,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22,2002,8.9,16,1.80,9,6,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches
2414,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28,1995,4.2,15,3.60,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0,Matches
2415,André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28,1995,1.5,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0,Matches
2416,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29,1994,29.7,92,3.10,81,3,4,1,3,0,8,0.27,8,0,0,0,0,0,Matches
2417,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27,1997,21.4,64,2.99,42,17,2,0,3,0,9,0.42,7,1,0,0,1,0,Matches
2418,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22,2002,20.7,43,2.08,30,0,4,3,5,1,5,0.24,3,0,1,1,0,0,Matches
2419,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,24,1999,9.5,29,3.06,22,0,1,3,3,0,3,0.32,2,0,0,0,1,0,Matches
2420,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18,2006,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2421,Rui Silva,pt POR,GK,Betis,es La Liga,30,1994,15.0,5,0.33,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2422,Marco Silvestri,it ITA,GK,Empoli,it Serie A,33,1991,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2423,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23,2001,13.8,28,2.04,20,0,1,4,3,0,3,0.22,2,0,0,0,1,0,Matches
2424,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24,2000,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2425,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29,1995,4.7,12,2.59,9,0,1,1,1,0,2,0.43,1,0,0,1,0,0,Matches
2426,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,21,2002,21.4,50,2.34,40,0,5,2,3,0,9,0.42,7,0,1,0,1,0,Matches
2427,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29,1995,29.0,108,3.73,55,20,20,6,6,1,15,0.52,9,1,2,2,1,0,Matches
