,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 37_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1270,1223,Gideon Jung,de GER,"MF,DF",Hamburger SV,de Bundesliga,22,1994,30,29,2570,28.6,1,1,2,1,0,0,7,1,0.4,0.4,1.1,1.6,19,110,27,0.04,0.04,0.07,0.04,0.07,0.01,0.04,0.05,0.01,0.05,Matches
1271,1224,Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,27,1990,2,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1272,1225,Zlatko Junuzović,at AUT,"MF,FW",Werder Bremen,de Bundesliga,29,1987,24,17,1633,18.1,2,4,6,2,0,0,2,0,3.8,3.8,3.5,7.3,35,118,141,0.11,0.22,0.33,0.11,0.33,0.21,0.19,0.40,0.21,0.40,Matches
1273,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1274,1226,Mathias Jørgensen,dk DEN,DF,Huddersfield,eng Premier League,27,1990,38,38,3420,38.0,0,2,2,0,0,0,6,0,1.9,1.9,0.9,2.9,21,120,8,0.00,0.05,0.05,0.00,0.05,0.05,0.02,0.08,0.05,0.08,Matches
1275,1227,Christian Kabasele,be BEL,DF,Watford,eng Premier League,26,1991,28,27,2330,25.9,2,0,2,2,0,0,5,0,0.7,0.7,0.1,0.9,10,74,7,0.08,0.00,0.08,0.08,0.08,0.03,0.01,0.03,0.03,0.03,Matches
1276,1228,Younès Kaboul,fr FRA,DF,Watford,eng Premier League,31,1986,2,2,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1277,1229,Alexander Kačaniklić,se SWE,"MF,FW",Nantes,fr Ligue 1,25,1991,9,3,316,3.5,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,16,7,27,0.00,0.28,0.28,0.00,0.28,0.05,0.07,0.11,0.05,0.11,Matches
1278,1230,Gojko Kačar,rs SRB,DF,Augsburg,de Bundesliga,30,1987,6,3,228,2.5,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,2,1,2,0.39,0.00,0.39,0.39,0.39,0.13,0.00,0.13,0.13,0.13,Matches
1279,1231,Elias Kachunga,cd COD,"FW,MF",Huddersfield,eng Premier League,25,1992,19,17,1329,14.8,1,1,2,1,0,0,1,0,1.9,1.9,0.6,2.6,32,24,95,0.07,0.07,0.14,0.07,0.14,0.13,0.04,0.17,0.13,0.17,Matches
1280,1232,Pavel Kadeřábek,cz CZE,"FW,DF",Hoffenheim,de Bundesliga,25,1992,28,24,2199,24.4,2,3,5,2,0,0,5,0,2.7,2.7,2.7,5.4,64,65,138,0.08,0.12,0.20,0.08,0.20,0.11,0.11,0.22,0.11,0.22,Matches
1281,1233,Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,28,1989,19,12,1166,13.0,5,2,7,5,0,0,0,0,4.5,4.5,2.9,7.4,33,109,68,0.39,0.15,0.54,0.39,0.54,0.34,0.22,0.57,0.34,0.57,Matches
1282,1234,Sullay Kaikai,sl SLE,MF,Crystal Palace,eng Premier League,21,1995,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1283,1235,Florian Kainz,at AUT,"MF,FW",Werder Bremen,de Bundesliga,24,1992,30,19,1712,19.0,3,3,6,3,0,0,5,0,3.1,3.1,3.5,6.6,65,114,137,0.16,0.16,0.32,0.16,0.32,0.16,0.19,0.35,0.16,0.35,Matches
1284,1236,Dominik Kaiser,de GER,"MF,FW",RB Leipzig,de Bundesliga,28,1988,10,3,277,3.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,7,12,32,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.15,0.10,0.15,Matches
1285,1237,Gaël Kakuta,cd COD,"MF,FW",Amiens,fr Ligue 1,26,1991,36,36,3083,34.3,6,6,12,6,0,1,3,0,4.2,3.4,6.1,9.5,77,151,194,0.18,0.18,0.35,0.18,0.35,0.12,0.18,0.30,0.10,0.28,Matches
1286,1238,Nikola Kalinić,hr CRO,FW,Milan,it Serie A,29,1988,31,20,1812,20.1,6,3,9,6,0,0,3,0,8.6,8.6,2.1,10.6,16,26,123,0.30,0.15,0.45,0.30,0.45,0.43,0.10,0.53,0.43,0.53,Matches
1287,1239,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,31,1985,31,27,2207,24.5,12,3,15,11,1,2,0,0,9.2,7.6,2.3,9.9,56,73,160,0.49,0.12,0.61,0.45,0.57,0.37,0.09,0.47,0.31,0.40,Matches
1288,1240,Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,de Bundesliga,20,1996,3,2,144,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
1289,1241,François Kamano,gn GUI,FW,Bordeaux,fr Ligue 1,21,1996,35,23,2014,22.4,8,4,12,7,1,1,4,0,8.2,7.3,2.6,9.9,122,52,213,0.36,0.18,0.54,0.31,0.49,0.37,0.12,0.48,0.33,0.44,Matches
1290,1242,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,19,19,1691,18.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1291,1243,Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,1999,6,5,455,5.1,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,4,9,4,0.00,0.20,0.20,0.00,0.20,0.04,0.05,0.09,0.04,0.09,Matches
1292,1244,Marcin Kamiński,pl POL,DF,Stuttgart,de Bundesliga,25,1992,23,12,1138,12.6,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,20,53,10,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
1293,1245,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,26,1990,26,22,2019,22.4,1,3,4,1,0,0,3,0,1.5,1.5,3.9,5.4,61,152,79,0.04,0.13,0.18,0.04,0.18,0.07,0.17,0.24,0.07,0.24,Matches
1294,1246,Kevin Kampl,si SVN,MF,Leverkusen,de Bundesliga,26,1990,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches
1295,1247,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,24,1993,37,35,3076,34.2,30,2,32,28,2,3,5,0,24.8,22.4,2.7,25.1,58,94,261,0.88,0.06,0.94,0.82,0.88,0.72,0.08,0.80,0.66,0.73,Matches
1296,1248,Wilfried Kanga,ci CIV,"FW,MF",Angers,fr Ligue 1,19,1998,9,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,16,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1297,1249,Mamadou Kanouté,sn SEN,"FW,MF",Benevento,it Serie A,23,1993,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,5,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
1298,1250,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,26,1991,34,34,2994,33.3,1,1,2,1,0,0,3,0,0.8,0.8,2.9,3.6,88,274,45,0.03,0.03,0.06,0.03,0.06,0.02,0.09,0.11,0.02,0.11,Matches
1299,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1300,1251,Bartosz Kapustka,pl POL,"FW,MF",Freiburg,de Bundesliga,20,1996,7,3,235,2.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,6,3,19,0.38,0.00,0.38,0.38,0.38,0.06,0.00,0.06,0.06,0.06,Matches
1301,1252,Kenan Karaman,tr TUR,"MF,FW",Hannover 96,de Bundesliga,23,1994,22,8,855,9.5,1,0,1,1,0,0,2,0,1.9,1.9,0.6,2.6,20,31,50,0.11,0.00,0.11,0.11,0.11,0.20,0.07,0.27,0.20,0.27,Matches
1302,1253,Yann Karamoh,fr FRA,"FW,MF",Inter,it Serie A,19,1998,16,4,489,5.4,1,0,1,1,0,0,0,0,2.2,2.2,0.1,2.3,26,21,71,0.18,0.00,0.18,0.18,0.18,0.40,0.02,0.42,0.40,0.42,Matches
1303,1254,Loris Karius,de GER,GK,Liverpool,eng Premier League,24,1993,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1304,1255,Orestis Karnezis,gr GRE,GK,Watford,eng Premier League,32,1985,15,14,1292,14.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1305,1256,Rick Karsdorp,nl NED,DF,Roma,it Serie A,22,1995,1,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1306,1257,Aleksandar Katai,rs SRB,"MF,DF",Alavés,es La Liga,26,1991,3,0,55,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
1307,1258,Florian Kath,de GER,"FW,MF",Freiburg,de Bundesliga,22,1994,24,3,674,7.5,1,0,1,1,0,0,3,0,1.2,1.2,0.3,1.4,17,26,59,0.13,0.00,0.13,0.13,0.13,0.16,0.04,0.19,0.16,0.19,Matches
1308,1259,Ole Käuper,de GER,MF,Werder Bremen,de Bundesliga,20,1997,1,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1309,1260,Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,29,29,2569,28.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1310,1261,Beram Kayal,il ISR,MF,Brighton,eng Premier League,29,1988,19,8,745,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,4,27,13,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
1311,1262,Joris Kayembe,cd COD,"FW,MF",Nantes,fr Ligue 1,22,1994,3,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,1,7,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
1312,1263,Olarenwaju Kayode,ng NGA,"FW,MF",Girona,es La Liga,24,1993,12,2,383,4.3,0,0,0,0,0,0,2,0,1.0,1.0,1.0,2.0,10,2,22,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.48,0.24,0.48,Matches
1313,1264,Moise Kean,it ITA,FW,Hellas Verona,it Serie A,17,2000,19,12,1131,12.6,4,0,4,4,0,0,5,0,4.9,4.9,0.5,5.4,30,13,61,0.32,0.00,0.32,0.32,0.32,0.39,0.04,0.43,0.39,0.43,Matches
1314,1265,Michael Keane,eng ENG,DF,Everton,eng Premier League,24,1993,30,29,2560,28.4,0,1,1,0,0,0,3,0,1.1,1.1,0.5,1.6,11,83,3,0.00,0.04,0.04,0.00,0.04,0.04,0.02,0.06,0.04,0.06,Matches
1315,1266,Thilo Kehrer,de GER,DF,Schalke 04,de Bundesliga,20,1996,28,27,2365,26.3,3,0,3,3,0,0,4,0,1.6,1.6,0.4,1.9,27,96,8,0.11,0.00,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07,Matches
1316,1267,Cheick Keita,ml MLI,DF,Bologna,it Serie A,21,1996,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1317,1268,Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,27,23,1962,21.8,6,5,11,6,0,0,8,2,3.7,3.7,4.2,8.0,103,148,74,0.28,0.23,0.50,0.28,0.50,0.17,0.20,0.37,0.17,0.37,Matches
1318,1269,Keko,es ESP,"MF,FW",Málaga,es La Liga,25,1991,21,15,1209,13.4,0,2,2,0,0,0,3,0,1.3,1.3,1.8,3.1,24,29,76,0.00,0.15,0.15,0.00,0.15,0.10,0.13,0.23,0.10,0.23,Matches
1319,1270,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,15,12,1195,13.3,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.6,5,16,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
1320,1271,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,12,11,901,10.0,0,1,1,0,0,0,1,0,0.5,0.5,1.0,1.4,4,35,2,0.00,0.10,0.10,0.00,0.10,0.05,0.10,0.14,0.05,0.14,Matches
1321,1272,Kenedy,br BRA,"MF,DF",Newcastle Utd,eng Premier League,21,1996,13,13,1023,11.4,2,2,4,2,0,0,1,0,2.4,2.4,1.7,4.2,30,21,55,0.18,0.18,0.35,0.18,0.35,0.21,0.15,0.37,0.21,0.37,Matches
1322,1273,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,20,1997,19,17,1590,17.7,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,16,48,51,0.00,0.06,0.06,0.00,0.06,0.01,0.08,0.09,0.01,0.09,Matches
1323,1274,Ryan Kent,eng ENG,"FW,MF",Freiburg,de Bundesliga,20,1996,6,1,245,2.7,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,6,20,0.00,0.00,0.00,0.00,0.00,0.31,0.02,0.33,0.31,0.33,Matches
1324,1275,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,37,37,3320,36.9,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.5,12,136,1,0.03,0.00,0.03,0.03,0.03,0.01,0.00,0.01,0.01,0.01,Matches
1325,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1326,1276,Franck Kessié,ci CIV,MF,Milan,it Serie A,20,1996,37,37,3264,36.3,5,1,6,2,3,4,9,0,7.5,4.4,3.8,8.2,96,209,212,0.14,0.03,0.17,0.06,0.08,0.21,0.11,0.31,0.12,0.23,Matches
1327,1277,Billy Ketkeophomphone,la LAO,MF,Angers,fr Ligue 1,27,1990,13,5,437,4.9,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,13,18,31,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15,Matches
1328,1278,Driss Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,1,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Matches
1329,1279,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Troyes,fr Ligue 1,22,1995,32,21,1956,21.7,5,2,7,5,0,1,1,0,4.7,3.9,2.6,6.5,43,72,103,0.23,0.09,0.32,0.23,0.32,0.22,0.12,0.34,0.18,0.30,Matches
1330,1280,Wahbi Khazri,tn TUN,"FW,MF",Rennes,fr Ligue 1,26,1991,24,23,1918,21.3,9,2,11,6,3,4,8,1,7.8,4.6,3.8,8.4,54,64,146,0.42,0.09,0.52,0.28,0.38,0.36,0.18,0.54,0.22,0.39,Matches
1331,1281,Rani Khedira,de GER,"MF,DF",Augsburg,de Bundesliga,23,1994,30,27,2275,25.3,1,1,2,1,0,0,8,0,1.4,1.4,0.8,2.2,12,84,32,0.04,0.04,0.08,0.04,0.08,0.05,0.03,0.09,0.05,0.09,Matches
1332,1282,Sami Khedira,de GER,MF,Juventus,it Serie A,30,1987,26,24,1912,21.2,9,2,11,9,0,0,1,0,3.7,3.7,1.2,4.9,37,83,66,0.42,0.09,0.52,0.42,0.52,0.18,0.06,0.23,0.18,0.23,Matches
1333,1283,Stefan Kießling,de GER,"DF,MF",Leverkusen,de Bundesliga,33,1984,8,0,82,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,14,0.00,0.00,0.00,0.00,0.00,0.21,0.19,0.40,0.21,0.40,Matches
1334,1284,Kiké,es ESP,FW,Eibar,es La Liga,27,1989,35,28,2460,27.3,8,1,9,8,0,0,5,0,9.4,9.4,0.6,10.0,32,41,183,0.29,0.04,0.33,0.29,0.33,0.34,0.02,0.36,0.34,0.36,Matches
1335,1285,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29,26,2329,25.9,1,10,11,1,0,0,1,0,0.5,0.5,6.2,6.7,79,176,232,0.04,0.39,0.43,0.04,0.43,0.02,0.24,0.26,0.02,0.26,Matches
1336,1286,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,28,27,2423,26.9,0,0,0,0,0,0,8,2,1.4,1.4,0.2,1.7,36,108,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
1337,1287,Andy King,wls WAL,MF,Leicester City,eng Premier League,28,1988,11,5,537,6.0,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,3,13,6,0.17,0.00,0.17,0.17,0.17,0.09,0.02,0.10,0.09,0.10,Matches
1338,1288,Andy King,wls WAL,MF,Swansea City,eng Premier League,28,1988,11,9,715,7.9,2,1,3,2,0,0,1,0,1.0,1.0,0.2,1.2,5,38,5,0.25,0.13,0.38,0.25,0.38,0.12,0.03,0.15,0.12,0.15,Matches
1339,1289,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,25,1992,33,27,2453,27.3,8,3,11,6,2,2,3,0,6.5,4.9,4.9,9.8,84,83,215,0.29,0.11,0.40,0.22,0.33,0.24,0.18,0.42,0.18,0.36,Matches
1340,1290,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28,1989,20,18,1571,17.5,2,0,2,2,0,0,3,0,1.4,1.4,0.1,1.5,1,34,3,0.11,0.00,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,Matches
1341,1291,Davy Klaassen,nl NED,"MF,FW",Everton,eng Premier League,24,1993,7,3,251,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,11,4,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
1342,1292,Felix Klaus,de GER,"MF,FW",Hannover 96,de Bundesliga,24,1992,28,25,1981,22.0,4,2,6,4,0,0,5,0,4.4,4.4,2.1,6.5,48,55,136,0.18,0.09,0.27,0.18,0.27,0.20,0.10,0.29,0.20,0.29,Matches
1343,1293,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,19,16,1451,16.1,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.0,15,73,5,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches
1344,1294,Tim Kleindienst,de GER,"FW,DF",Freiburg,de Bundesliga,21,1995,22,12,1138,12.6,2,3,5,2,0,0,2,0,4.4,4.4,2.3,6.6,24,31,84,0.16,0.24,0.40,0.16,0.40,0.34,0.18,0.53,0.34,0.53,Matches
1345,1295,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,26,25,2190,24.3,1,0,1,1,0,0,2,0,0.9,0.9,1.6,2.5,32,80,124,0.04,0.00,0.04,0.04,0.04,0.04,0.07,0.10,0.04,0.10,Matches
1346,1296,Lukas Klünter,de GER,"DF,FW",Köln,de Bundesliga,21,1996,19,14,1336,14.8,1,0,1,1,0,0,6,0,2.1,2.1,1.2,3.3,38,41,93,0.07,0.00,0.07,0.07,0.07,0.14,0.08,0.22,0.14,0.22,Matches
1347,1297,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,24,24,2102,23.4,1,2,3,1,0,0,2,0,0.9,0.9,0.4,1.3,17,91,7,0.04,0.09,0.13,0.04,0.13,0.04,0.02,0.05,0.04,0.05,Matches
1348,1298,Anthony Knockaert,fr FRA,"MF,FW",Brighton,eng Premier League,25,1991,33,27,2421,26.9,3,1,4,3,0,0,4,1,4.1,4.1,3.2,7.3,92,124,153,0.11,0.04,0.15,0.11,0.15,0.15,0.12,0.27,0.15,0.27,Matches
1349,1299,Törles Knöll,de GER,"MF,FW",Hamburger SV,de Bundesliga,19,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1350,1300,Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,21,1996,26,21,1919,21.3,2,1,3,2,0,0,3,0,0.9,0.9,1.0,1.8,13,36,16,0.09,0.05,0.14,0.09,0.14,0.04,0.05,0.09,0.04,0.09,Matches
1351,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1352,1301,Kenan Kodro,ba BIH,"FW,DF",Mainz 05,de Bundesliga,23,1993,8,2,232,2.6,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1.0,2,4,12,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.38,0.28,0.38,Matches
1353,1302,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1354,1303,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,28,18,1664,18.5,1,1,2,1,0,0,9,1,3.9,3.9,1.3,5.2,31,116,52,0.05,0.05,0.11,0.05,0.11,0.21,0.07,0.28,0.21,0.28,Matches
1355,1304,Seybou Koita,ne NIG,FW,Amiens,fr Ligue 1,23,1994,6,2,212,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,4,7,11,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches
1356,1305,Koke,es ESP,MF,Atlético Madrid,es La Liga,25,1992,35,33,2756,30.6,4,4,8,4,0,0,3,0,2.3,2.3,6.7,9.0,42,237,114,0.13,0.13,0.26,0.13,0.26,0.08,0.22,0.29,0.08,0.29,Matches
1357,1306,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,35,34,3060,34.0,2,6,8,2,0,0,3,0,2.5,2.5,9.0,11.5,147,178,247,0.06,0.18,0.24,0.06,0.24,0.07,0.27,0.34,0.07,0.34,Matches
1358,1307,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,24,1993,27,25,2147,23.9,2,4,6,2,0,0,3,0,2.2,2.2,3.5,5.8,68,105,186,0.08,0.17,0.25,0.08,0.25,0.09,0.15,0.24,0.09,0.24,Matches
1359,1308,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,17,17,1394,15.5,1,1,2,1,0,0,6,0,0.8,0.8,0.5,1.3,31,85,3,0.06,0.06,0.13,0.06,0.13,0.05,0.03,0.08,0.05,0.08,Matches
1360,1309,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,16,14,1228,13.6,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,7,51,3,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
1361,1310,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,24,1993,33,28,2472,27.5,13,1,14,11,2,2,8,0,10.2,8.6,1.5,10.0,46,42,173,0.47,0.04,0.51,0.40,0.44,0.37,0.05,0.42,0.31,0.37,Matches
1362,1311,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,31,30,2614,29.0,4,4,8,4,0,0,12,1,2.0,2.0,2.7,4.7,47,182,33,0.14,0.14,0.28,0.14,0.28,0.07,0.09,0.16,0.07,0.16,Matches
1363,1312,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,28,27,2462,27.4,1,0,1,1,0,0,3,0,1.1,1.1,0.0,1.1,4,51,1,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,Matches
1364,1313,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,13,11,1049,11.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,7,36,21,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1365,1314,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,3,3,257,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,4,7,16,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
1366,1315,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,de Bundesliga,27,1989,27,18,1562,17.4,4,4,8,4,0,0,1,0,5.4,5.4,4.6,10.1,108,50,162,0.23,0.23,0.46,0.23,0.46,0.31,0.27,0.58,0.31,0.58,Matches
1367,1316,Julian Korb,de GER,"DF,MF",Hannover 96,de Bundesliga,25,1992,28,28,2336,26.0,1,1,2,1,0,0,8,0,1.2,1.2,1.6,2.8,28,119,98,0.04,0.04,0.08,0.04,0.08,0.05,0.06,0.11,0.05,0.11,Matches
