Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
692,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,32,1992,0.1,8,1,5,2,1,0,8,0,0,,0,,2,10,5,0,1,0,0,0,2,1,Matches
693,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,2003,28.8,682,29,78,291,335,92,680,86,40,46.5,37,43.0,445,3283,1586,61,46,30,104,60,537,110,Matches
694,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23,2001,10.5,436,12,60,229,151,29,436,22,14,63.6,6,27.3,257,1534,704,23,11,11,16,17,335,57,Matches
695,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32,1991,6.7,171,4,12,69,91,24,171,5,3,60.0,2,40.0,90,342,172,4,2,2,16,8,130,20,Matches
696,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24,2000,0.7,75,3,30,26,19,2,75,1,0,0.0,1,100.0,31,225,72,2,0,0,0,0,31,1,Matches
697,Ali Dembélé,fr FRA,DF,Torino,it Serie A,20,2004,4.3,222,13,71,88,64,11,222,6,2,33.3,3,50.0,101,449,226,8,3,3,9,5,115,8,Matches
698,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27,1997,19.2,1323,2,47,481,805,161,1322,95,42,44.2,51,53.7,878,6064,3447,127,87,66,41,32,1127,252,Matches
699,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998,20.6,582,10,45,239,301,126,580,25,5,20.0,19,76.0,305,1388,586,20,16,9,39,27,437,115,Matches
700,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22,2001,28.7,1605,282,819,621,169,48,1605,7,4,57.1,3,42.9,737,3762,1974,12,10,1,15,7,917,28,Matches
701,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1.0,34,28,32,2,0,0,34,0,0,,0,,25,88,54,0,0,0,0,0,21,0,Matches
702,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18.0,561,458,556,5,0,0,561,0,0,,0,,296,1746,1078,0,0,0,2,0,254,0,Matches
703,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20,2003,5.6,279,8,53,149,83,8,279,4,2,50.0,2,50.0,134,701,333,5,5,1,17,3,167,13,Matches
704,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25,1998,2.9,184,5,30,96,58,6,184,4,2,50.0,2,50.0,95,483,221,5,1,0,1,3,138,11,Matches
705,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997,33.0,1046,866,1036,11,0,0,1046,0,0,,0,,672,3631,2211,0,0,0,0,0,587,0,Matches
706,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30,1993,37.0,2541,116,681,1222,647,67,2541,31,4,12.9,19,61.3,1202,5034,2675,50,31,6,28,14,1701,163,Matches
707,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,27,1996,24.2,802,19,85,436,293,94,802,42,17,40.5,22,52.4,452,2314,820,23,14,9,33,34,618,114,Matches
708,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27,1996,7.3,440,65,271,143,29,19,440,4,2,50.0,2,50.0,222,1013,486,5,6,0,5,2,270,2,Matches
709,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2005,9.5,379,8,42,137,217,46,379,61,25,41.0,31,50.8,288,3150,1568,61,37,32,29,13,299,77,Matches
710,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23,2001,30.7,2475,199,973,1416,92,21,2475,9,9,100.0,0,0.0,1606,7489,4516,15,15,0,13,6,1891,3,Matches
711,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20,2003,18.1,580,13,73,282,239,57,579,57,20,35.1,35,61.4,319,1848,728,24,20,4,64,38,397,93,Matches
712,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,eng Premier League,22,2002,21.1,1207,16,175,443,607,131,1207,88,41,46.6,43,48.9,782,5295,2750,109,53,66,42,35,854,200,Matches
713,Assane Diao,sn SEN,"FW,MF",Como,it Serie A,18,2005,13.9,523,16,65,191,273,58,523,72,19,26.4,35,48.6,376,2757,1349,50,33,27,50,38,396,116,Matches
714,Assane Diao,sn SEN,FW,Betis,es La Liga,18,2005,3.1,122,4,12,42,68,19,122,11,2,18.2,9,81.8,63,372,145,9,3,3,15,2,81,27,Matches
715,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20,2004,26.1,1214,50,276,610,342,42,1212,49,13,26.5,32,65.3,709,3457,1837,61,37,12,30,22,885,114,Matches
716,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23,2000,20.7,1012,56,383,495,139,9,1012,14,7,50.0,5,35.7,499,2075,1080,12,10,2,17,15,584,31,Matches
717,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27,1997,25.2,2499,216,837,1361,307,26,2499,3,2,66.7,1,33.3,1775,10123,6017,43,65,1,8,1,2016,8,Matches
718,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25,1999,5.6,373,14,72,192,114,9,373,13,8,61.5,4,30.8,205,1254,693,17,13,1,10,2,230,41,Matches
719,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24,2000,0.0,4,0,1,3,0,0,4,0,0,,0,,2,2,0,0,0,0,0,2,2,0,Matches
720,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19,2005,6.5,321,19,85,159,84,11,321,13,6,46.2,5,38.5,180,1062,502,9,5,0,8,7,183,6,Matches
721,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19,2005,0.2,9,0,0,8,2,1,9,0,0,,0,,2,36,28,1,1,0,0,1,3,0,Matches
722,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24,1999,15.4,833,5,76,417,350,66,833,47,24,51.1,19,40.4,541,2501,1223,39,16,12,44,27,669,110,Matches
723,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18,2006,0.1,6,0,2,1,3,1,6,1,0,0.0,1,100.0,1,0,0,0,0,0,0,0,4,0,Matches
724,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,1997,26.7,1184,17,90,409,706,167,1184,116,53,45.7,51,44.0,780,5710,2960,108,55,56,55,49,933,293,Matches
725,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26,1998,13.5,707,7,116,337,265,19,706,34,20,58.8,13,38.2,390,2175,1177,27,30,2,24,8,459,49,Matches
726,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006,20.8,868,27,129,390,369,41,868,110,45,40.9,43,39.1,558,4418,2215,69,50,26,44,55,651,96,Matches
727,Diego,es ESP,FW,Leganés,es La Liga,24,2000,13.3,322,11,20,135,171,44,322,10,4,40.0,6,60.0,192,777,291,9,11,5,45,12,246,49,Matches
728,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19,2004,1.2,84,1,5,27,53,9,84,13,3,23.1,10,76.9,55,402,200,5,3,3,2,3,60,20,Matches
729,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24,2000,5.9,157,3,14,58,86,24,156,14,2,14.3,11,78.6,96,419,194,6,5,3,11,10,135,35,Matches
730,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30,1994,16.3,1591,127,535,994,67,19,1591,3,2,66.7,1,33.3,944,4081,2174,12,10,0,7,2,1157,1,Matches
731,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31,1993,26.1,1527,97,541,457,539,28,1527,19,9,47.4,9,47.4,683,2983,1346,23,14,4,17,16,820,142,Matches
732,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18,2006,0.0,4,0,0,1,3,1,4,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,1,0,Matches
733,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26,1997,23.8,1475,34,270,546,675,90,1475,10,4,40.0,6,60.0,789,3200,1822,47,35,13,18,10,1007,232,Matches
734,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30,1993,4.0,143,96,135,9,0,0,143,0,0,,0,,68,362,240,0,0,0,1,0,52,0,Matches
735,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23,2000,3.3,161,5,27,74,62,16,161,11,5,45.5,5,45.5,82,408,197,5,6,3,8,4,105,27,Matches
736,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22,2001,13.3,552,6,71,259,233,36,552,39,16,41.0,23,59.0,269,1733,941,33,26,9,31,12,347,71,Matches
737,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23,2001,21.6,1223,150,651,521,56,12,1223,14,8,57.1,4,28.6,698,3204,1679,8,5,0,12,6,756,8,Matches
738,Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17,2006,6.1,309,4,49,108,161,42,309,38,23,60.5,14,36.8,200,1582,966,37,16,20,26,16,204,64,Matches
739,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,31,1992,0.2,6,0,0,1,5,2,6,0,0,,0,,4,19,0,0,0,0,2,0,6,2,Matches
740,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27,1997,14.9,903,125,498,381,26,13,903,2,1,50.0,1,50.0,533,2426,1216,6,2,0,9,2,617,3,Matches
741,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19,2005,0.0,6,0,0,5,1,0,6,0,0,,0,,1,1,0,0,0,0,2,0,3,0,Matches
742,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24,2000,11.8,714,17,101,347,277,35,714,31,10,32.3,20,64.5,399,2069,944,26,19,4,20,18,508,70,Matches
743,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21,2003,24.7,1367,23,158,741,505,51,1367,87,43,49.4,37,42.5,751,5197,2776,82,74,10,75,42,966,94,Matches
744,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24,1999,34.0,1324,1062,1304,19,1,1,1324,2,2,100.0,0,0.0,684,3495,2108,0,0,0,2,0,575,0,Matches
745,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26,1997,7.4,431,19,115,271,52,4,431,6,2,33.3,3,50.0,276,1190,400,1,5,1,6,4,281,6,Matches
746,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26,1998,5.4,334,32,130,178,29,6,334,15,9,60.0,6,40.0,207,1268,621,10,8,2,3,2,223,5,Matches
747,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26,1998,4.0,323,17,110,175,40,2,323,1,1,100.0,0,0.0,196,953,519,6,3,0,1,3,242,2,Matches
748,Roman Dixon,eng ENG,DF,Everton,eng Premier League,19,2004,1.0,36,8,19,14,4,0,36,3,0,0.0,3,100.0,16,107,48,0,0,0,2,0,13,1,Matches
749,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24,1999,7.3,230,3,26,77,134,25,230,36,14,38.9,17,47.2,151,986,562,22,23,6,29,13,177,60,Matches
750,Djené,tg TOG,"DF,MF",Getafe,es La Liga,32,1991,28.3,1164,88,406,606,168,17,1164,17,7,41.2,7,41.2,514,2525,1275,18,10,1,23,17,527,21,Matches
751,Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21,2002,0.7,58,2,17,39,2,0,58,0,0,,0,,32,108,37,0,1,0,1,2,35,2,Matches
752,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31,1993,29.3,2023,143,844,961,224,45,2023,4,1,25.0,1,25.0,1097,6008,3235,32,34,2,10,1,1323,42,Matches
753,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,32,1992,32.0,1145,937,1132,13,0,0,1145,1,1,100.0,0,0.0,542,3220,1877,0,0,0,1,0,338,0,Matches
754,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,1998,31.8,1537,40,215,665,679,108,1537,127,56,44.1,59,46.5,827,4440,2089,64,54,26,58,62,1031,178,Matches
755,Dodô,br BRA,DF,Fiorentina,it Serie A,25,1998,33.6,2083,74,579,929,606,66,2083,113,52,46.0,46,40.7,1278,8621,4996,143,84,34,73,26,1311,193,Matches
756,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26,1998,34.0,1654,182,783,739,143,64,1654,5,3,60.0,1,20.0,883,3986,1988,13,10,0,13,6,1000,14,Matches
757,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32,1992,23.4,1534,126,614,748,190,26,1534,21,11,52.4,7,33.3,825,3666,2176,29,20,4,11,5,982,41,Matches
758,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22,2002,16.8,1027,4,46,233,772,161,1027,201,107,53.2,60,29.9,796,7581,4865,213,95,109,59,59,854,286,Matches
759,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18,2006,3.4,84,2,11,26,49,13,84,2,1,50.0,1,50.0,42,148,62,1,2,0,11,3,51,21,Matches
760,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,0.2,11,9,11,0,0,0,11,0,0,,0,,3,22,5,0,0,0,0,0,5,0,Matches
761,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,2003,14.2,555,6,34,200,335,55,555,74,28,37.8,41,55.4,396,2428,1263,50,26,23,45,33,420,123,Matches
762,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23,2001,13.1,1116,109,488,609,25,7,1116,3,2,66.7,1,33.3,683,3304,1981,15,12,0,5,0,802,4,Matches
763,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21,2003,0.2,2,0,0,2,0,0,2,0,0,,0,,1,3,0,0,0,0,0,0,2,0,Matches
764,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,1998,21.8,1218,78,303,630,295,33,1218,9,3,33.3,4,44.4,471,1863,924,16,14,2,23,12,676,33,Matches
765,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19,2005,1.9,191,13,69,121,3,0,191,0,0,,0,,127,569,284,0,1,0,0,0,157,1,Matches
766,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25,1999,23.2,677,559,665,12,0,0,677,0,0,,0,,349,1664,1055,0,0,0,0,0,366,0,Matches
767,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,2004,9.4,602,16,155,206,244,32,602,13,3,23.1,6,46.2,354,1933,1209,41,17,7,12,10,399,83,Matches
768,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,2004,20.4,1011,56,255,445,332,50,1011,44,13,29.5,25,56.8,557,3684,1871,68,40,20,37,37,658,117,Matches
769,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19,2005,0.2,16,0,11,5,0,0,16,0,0,,0,,12,61,26,0,0,0,0,0,13,0,Matches
770,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26,1998,0.4,29,1,3,18,8,0,29,1,0,0.0,1,100.0,15,57,32,1,1,0,0,0,21,0,Matches
771,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26,1998,14.8,798,32,190,480,147,8,798,14,7,50.0,6,42.9,459,2364,1013,13,10,1,16,13,489,21,Matches
772,Alberto Dossena,it ITA,DF,Como,it Serie A,25,1998,20.3,1220,173,677,517,31,20,1220,6,4,66.7,2,33.3,693,2716,1465,4,1,0,8,3,776,1,Matches
773,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31,1993,28.5,1161,32,225,538,413,65,1161,45,24,53.3,21,46.7,604,2952,1396,42,26,8,38,38,750,96,Matches
774,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24,2000,5.0,263,11,56,165,45,4,263,5,2,40.0,2,40.0,133,581,280,2,7,1,4,7,160,7,Matches
775,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19,2005,0.1,8,3,4,4,0,0,8,0,0,,0,,5,13,4,0,0,0,0,0,5,0,Matches
776,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,2005,19.2,1461,4,137,646,701,123,1461,129,57,44.2,61,47.3,899,5730,3076,97,50,47,54,37,1164,232,Matches
777,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21,2002,30.2,2421,155,1004,1150,287,31,2421,41,27,65.9,14,34.1,1184,5408,3109,51,22,4,43,13,1505,54,Matches
778,Douglas,br BRA,MF,Nantes,fr Ligue 1,27,1997,25.6,1478,69,363,886,238,44,1478,20,12,60.0,7,35.0,715,3232,1533,14,10,1,18,14,941,34,Matches
779,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21,2003,29.3,1944,202,847,1022,84,7,1944,17,13,76.5,4,23.5,1149,4814,2653,20,5,0,21,18,1385,9,Matches
780,Issa Doumbia,it ITA,MF,Venezia,it Serie A,20,2003,10.4,401,15,87,202,120,16,401,16,11,68.8,3,18.8,219,1112,584,12,11,3,25,18,242,29,Matches
781,Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21,2003,14.7,895,18,149,498,260,34,895,35,19,54.3,16,45.7,467,2254,1007,17,20,3,42,24,567,54,Matches
782,Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16,2007,0.5,31,2,13,13,5,0,31,1,1,100.0,0,0.0,17,87,36,1,0,0,0,1,19,0,Matches
783,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24,1999,6.4,182,2,13,73,99,34,182,9,5,55.6,4,44.4,113,498,174,8,8,8,25,12,134,36,Matches
784,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24,1999,7.8,192,12,18,84,94,32,192,13,4,30.8,7,53.8,120,585,150,6,7,4,23,19,149,43,Matches
785,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,1997,26.9,654,15,29,261,365,145,652,18,7,38.9,11,61.1,355,1332,447,24,10,14,79,33,504,175,Matches
786,Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25,1999,23.9,1339,99,403,719,227,21,1339,20,8,40.0,8,40.0,641,3520,1826,29,21,4,15,17,945,29,Matches
787,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22,2001,5.4,463,22,128,258,80,4,463,9,5,55.6,1,11.1,260,1417,578,6,3,0,9,4,303,4,Matches
788,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22,2002,13.9,961,148,510,430,30,12,961,2,0,0.0,0,0.0,623,3349,1666,7,3,0,8,2,669,2,Matches
789,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31,1993,21.0,913,709,902,11,0,0,913,0,0,,0,,479,2471,1284,0,0,0,0,0,425,0,Matches
790,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19,2005,4.0,223,18,91,125,11,0,223,0,0,,0,,128,483,208,2,2,0,3,5,143,2,Matches
791,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29,1995,20.7,878,110,454,412,22,9,878,0,0,,0,,373,1673,626,3,2,0,2,2,394,3,Matches
792,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35,1989,10.0,350,262,337,14,0,0,350,0,0,,0,,202,1043,643,0,0,0,0,0,175,0,Matches
793,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,1994,26.9,1105,31,83,457,575,116,1103,19,7,36.8,11,57.9,538,1826,816,26,20,12,31,11,673,166,Matches
794,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29,1994,26.6,1467,73,302,876,309,5,1467,42,25,59.5,12,28.6,711,3602,1424,23,26,2,53,22,789,26,Matches
795,Duk,cv CPV,"MF,FW",Leganés,es La Liga,24,2000,2.0,95,2,12,29,56,9,95,19,10,52.6,8,42.1,64,428,207,10,4,5,12,5,64,21,Matches
796,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,1996,20.7,1047,35,182,423,457,95,1047,45,13,28.9,28,62.2,534,2737,1311,55,27,15,27,14,665,173,Matches
797,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31,1993,10.6,587,15,93,360,142,6,587,22,13,59.1,8,36.4,311,1468,676,11,14,0,14,14,381,12,Matches
798,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32,1991,23.1,2127,258,993,1031,113,21,2127,1,0,0.0,1,100.0,1341,6155,3345,20,19,0,9,3,1556,3,Matches
799,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20,2003,7.1,263,13,36,110,122,47,263,14,3,21.4,9,64.3,133,535,267,7,7,2,16,15,192,44,Matches
800,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23,2001,15.5,584,11,68,257,265,64,584,42,12,28.6,28,66.7,338,1578,643,24,14,13,42,20,401,124,Matches
801,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,2006,3.1,135,2,8,36,93,17,135,30,12,40.0,12,40.0,102,781,412,16,9,9,6,15,109,33,Matches
802,Hugo Duro,es ESP,FW,Valencia,es La Liga,24,1999,24.1,634,15,47,328,265,90,633,20,7,35.0,13,65.0,297,1037,364,13,8,7,58,32,471,88,Matches
803,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27,1997,6.0,378,28,132,185,61,3,378,5,2,40.0,1,20.0,161,670,327,6,8,1,6,3,198,8,Matches
804,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30,1993,15.7,909,6,67,415,439,75,906,43,11,25.6,17,39.5,595,3180,1472,41,42,17,40,28,709,122,Matches
805,Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19,2005,2.7,210,19,80,110,20,2,210,0,0,,0,,127,702,406,2,3,0,0,1,153,0,Matches
806,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,28,1995,4.1,280,30,106,138,36,6,280,2,1,50.0,1,50.0,110,363,164,1,0,0,2,2,152,4,Matches
807,Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26,1998,29.9,1542,58,318,693,560,72,1542,104,47,45.2,48,46.2,862,5805,3249,94,52,26,44,38,913,142,Matches
808,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25,1999,1.0,61,8,18,38,5,0,61,1,1,100.0,0,0.0,34,136,48,0,0,0,1,0,37,0,Matches
809,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28,1995,0.8,59,1,5,30,24,3,59,1,1,100.0,0,0.0,20,93,45,3,0,2,3,2,19,3,Matches
810,Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18,2006,0.1,3,0,0,2,1,0,3,0,0,,0,,3,28,12,0,0,0,0,1,3,1,Matches
811,Ederson,br BRA,GK,Manchester City,eng Premier League,30,1993,25.8,975,689,962,13,0,0,975,0,0,,0,,654,3060,1981,0,0,0,1,0,616,0,Matches
812,Éderson,br BRA,MF,Atalanta,it Serie A,25,1999,32.0,2308,63,490,1273,572,56,2308,52,23,44.2,26,50.0,1490,7017,3366,40,57,12,44,41,1702,79,Matches
813,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18,2005,1.9,90,3,10,27,55,13,90,14,4,28.6,10,71.4,62,377,178,8,7,2,7,6,58,17,Matches
814,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26,1997,0.0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,1,0,Matches
815,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26,1998,1.3,45,1,4,23,18,8,45,1,0,0.0,1,100.0,24,117,56,3,1,2,4,1,26,7,Matches
816,Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,26,1998,0.3,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2,Matches
817,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21,2003,0.7,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23,Matches
818,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21,2003,0.1,6,3,4,2,0,0,6,0,0,,0,,3,10,0,0,0,0,0,0,5,0,Matches
819,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26,1998,20.6,713,6,46,371,302,78,711,17,7,41.2,10,58.8,384,1704,615,25,17,8,53,30,543,138,Matches
820,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27,1996,31.6,1757,66,403,1054,315,50,1757,24,11,45.8,13,54.2,813,4178,2107,34,25,3,28,19,1093,41,Matches
821,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29,1995,27.8,1272,81,381,520,386,35,1272,30,12,40.0,15,50.0,576,2970,1506,54,36,9,29,21,629,116,Matches
822,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26,1998,10.7,612,6,66,272,292,43,612,85,47,55.3,33,38.8,416,3355,1898,75,35,26,35,22,443,101,Matches
823,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,2006,8.5,254,9,34,96,130,26,254,13,4,30.8,6,46.2,130,631,163,4,5,5,34,9,170,51,Matches
824,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,2002,28.5,1054,27,68,430,583,196,1051,119,52,43.7,61,51.3,633,4443,2307,93,57,52,99,34,777,215,Matches
825,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,2000,21.0,868,29,148,445,287,39,868,30,10,33.3,17,56.7,457,2429,1209,34,28,5,23,7,560,86,Matches
826,Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20,2003,7.7,358,18,99,128,134,7,358,21,4,19.0,13,61.9,135,751,375,13,14,0,9,12,161,24,Matches
827,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,2002,2.1,84,0,11,29,46,6,84,20,7,35.0,11,55.0,50,455,215,8,2,5,8,9,65,19,Matches
828,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,6.2,174,6,18,70,89,26,174,10,3,30.0,7,70.0,97,487,217,7,4,4,17,12,125,42,Matches
829,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,28.6,1885,123,560,1095,250,7,1885,32,18,56.3,12,37.5,907,4351,2004,20,14,1,29,17,1307,21,Matches
830,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,2002,27.8,1115,29,136,319,679,110,1115,83,25,30.1,39,47.0,600,4509,2544,102,45,48,79,43,764,229,Matches
831,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,1997,1.9,99,1,18,36,47,8,99,11,2,18.2,9,81.8,61,409,180,9,3,2,7,2,61,22,Matches
832,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22,2002,27.4,938,59,263,365,323,51,938,42,16,38.1,21,50.0,460,2324,1153,33,21,10,48,19,518,92,Matches
833,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21,2003,4.1,339,5,32,164,144,21,339,9,4,44.4,4,44.4,188,872,408,10,11,5,5,4,253,30,Matches
834,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24,1999,11.3,444,5,44,187,220,38,444,38,13,34.2,20,52.6,303,2280,1175,42,28,14,22,10,324,58,Matches
835,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24,1999,0.5,28,1,10,13,5,2,28,1,1,100.0,0,0.0,13,33,11,0,0,0,0,2,17,2,Matches
