,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 37_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1305,1256,Jules Keita,gn GUI,"MF,FW",Dijon,fr Ligue 1,21,1998,3,1,158,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,10,2,15,0.00,0.00,0.00,0.00,0.00,0.09,0.22,0.31,0.09,0.31,Matches
1306,1257,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,24,1995,18,9,815,9.1,2,3,5,2,0,0,1,0,1.6,1.6,2.7,4.4,35,69,36,0.22,0.33,0.55,0.22,0.55,0.18,0.30,0.48,0.18,0.48,Matches
1307,1258,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,19,2000,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,5,2,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches
1308,1259,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,8,7,639,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,6,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05,Matches
1309,1260,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,19,17,1549,17.2,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,6,35,14,0.00,0.06,0.06,0.00,0.06,0.00,0.05,0.05,0.00,0.05,Matches
1310,1261,Kenedy,br BRA,MF,Getafe,es La Liga,23,1996,19,3,586,6.5,1,3,4,1,0,0,2,0,0.9,0.9,1.8,2.7,20,13,59,0.15,0.46,0.61,0.15,0.61,0.14,0.27,0.41,0.14,0.41,Matches
1311,1262,Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,31,31,2717,30.2,2,3,5,2,0,0,5,0,1.3,1.3,1.4,2.7,40,136,125,0.07,0.10,0.17,0.07,0.17,0.04,0.05,0.09,0.04,0.09,Matches
1312,1263,Franck Kessié,ci CIV,MF,Milan,it Serie A,22,1996,35,33,2904,32.3,4,1,5,2,2,2,3,0,4.6,3.0,2.6,5.6,52,173,84,0.12,0.03,0.15,0.06,0.09,0.14,0.08,0.22,0.09,0.17,Matches
1313,1264,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Marseille,fr Ligue 1,24,1995,7,0,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,5,4,0.00,0.00,0.00,0.00,0.00,0.17,0.10,0.28,0.17,0.28,Matches
1314,1265,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,16,13,1149,12.8,3,2,5,2,1,1,4,0,3.8,3.0,1.5,4.5,39,36,98,0.23,0.16,0.39,0.16,0.31,0.30,0.12,0.42,0.24,0.35,Matches
1315,1266,Rani Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,32,32,2649,29.4,0,2,2,0,0,0,8,0,0.5,0.5,1.7,2.2,8,68,27,0.00,0.07,0.07,0.00,0.07,0.02,0.06,0.08,0.02,0.08,Matches
1316,1267,Sami Khedira,de GER,MF,Juventus,it Serie A,32,1987,12,9,681,7.6,0,1,1,0,0,0,3,0,1.2,1.2,0.8,2.0,6,23,42,0.00,0.13,0.13,0.00,0.13,0.16,0.10,0.27,0.16,0.27,Matches
1317,1268,Kiké,es ESP,FW,Eibar,es La Liga,29,1989,27,20,1767,19.6,5,1,6,5,0,0,2,0,6.0,6.0,1.0,7.0,20,30,124,0.25,0.05,0.31,0.25,0.31,0.30,0.05,0.35,0.30,0.35,Matches
1318,1269,Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,15,14,1261,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,4,28,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1319,1270,Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,3,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1320,1271,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,24,1995,33,32,2818,31.3,4,7,11,4,0,0,7,0,1.2,1.2,8.3,9.5,57,310,106,0.13,0.22,0.35,0.13,0.35,0.04,0.27,0.30,0.04,0.30,Matches
1321,1272,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,16,14,1225,13.6,0,0,0,0,0,0,6,0,0.7,0.7,0.0,0.7,6,58,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1322,1273,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,27,1992,26,24,2011,22.3,6,4,10,3,3,3,0,0,6.5,4.1,4.1,8.2,60,46,151,0.27,0.18,0.45,0.13,0.31,0.29,0.18,0.47,0.18,0.37,Matches
1323,1274,Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,5,3,292,3.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1324,1275,Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,15,15,1240,13.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0,35,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1325,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1326,1276,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,33,33,2936,32.6,7,5,12,6,1,3,7,0,7.2,4.9,3.0,7.8,27,139,92,0.21,0.15,0.37,0.18,0.34,0.22,0.09,0.31,0.15,0.24,Matches
1327,1277,Felix Klaus,de GER,"MF,FW",Wolfsburg,de Bundesliga,26,1992,23,6,670,7.4,0,1,1,0,0,0,0,1,2.4,2.4,1.7,4.1,27,17,64,0.00,0.13,0.13,0.00,0.13,0.32,0.23,0.55,0.32,0.55,Matches
1328,1278,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,31,26,2354,26.2,0,0,0,0,0,0,4,0,0.2,0.2,1.1,1.3,16,77,2,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
1329,1279,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,7,7,585,6.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,17,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1330,1280,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,31,31,2643,29.4,3,1,4,3,0,0,1,0,2.7,2.7,2.4,5.1,38,132,78,0.10,0.03,0.14,0.10,0.14,0.09,0.08,0.17,0.09,0.17,Matches
1331,1281,Justin Kluivert,nl NED,FW,Roma,it Serie A,20,1999,22,19,1514,16.8,4,1,5,4,0,0,6,1,2.5,2.5,1.0,3.5,56,49,104,0.24,0.06,0.30,0.24,0.30,0.15,0.06,0.21,0.15,0.21,Matches
1332,1282,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,23,20,1878,20.9,0,2,2,0,0,0,5,0,0.3,0.3,1.6,1.9,44,49,44,0.00,0.10,0.10,0.00,0.10,0.01,0.08,0.09,0.01,0.09,Matches
1333,1283,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,21,17,1594,17.7,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,22,90,4,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,Matches
1334,1284,Robin Koch,de GER,"DF,MF",Freiburg,de Bundesliga,23,1996,32,31,2705,30.1,1,0,1,1,0,0,3,0,4.0,4.0,1.1,5.1,16,103,11,0.03,0.00,0.03,0.03,0.03,0.13,0.04,0.17,0.13,0.17,Matches
1335,1285,Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1336,1286,Jonathan Kodjia,ci CIV,FW,Aston Villa,eng Premier League,29,1989,6,0,117,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,1,10,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Matches
1337,1287,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,25,1993,12,4,364,4.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,1,0,13,0.25,0.00,0.25,0.25,0.25,0.14,0.01,0.14,0.14,0.14,Matches
1338,1288,Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,26,16,1445,16.1,0,3,3,0,0,0,5,1,1.7,1.7,1.7,3.4,31,93,47,0.00,0.19,0.19,0.00,0.19,0.10,0.11,0.21,0.10,0.21,Matches
1339,1289,Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,32,30,2698,30.0,4,5,9,4,0,0,5,0,2.6,2.6,5.8,8.4,26,146,83,0.13,0.17,0.30,0.13,0.30,0.09,0.19,0.28,0.09,0.28,Matches
1340,1290,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,32,30,2732,30.4,7,3,10,5,2,4,6,0,6.7,3.5,5.1,8.7,86,111,193,0.23,0.10,0.33,0.16,0.26,0.22,0.17,0.39,0.12,0.29,Matches
1341,1291,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,26,19,1701,18.9,0,2,2,0,0,0,4,0,0.4,0.4,1.3,1.7,36,74,88,0.00,0.11,0.11,0.00,0.11,0.02,0.07,0.09,0.02,0.09,Matches
1342,1292,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,15,14,1305,14.5,0,0,0,0,0,0,6,0,0.2,0.2,0.4,0.6,21,50,21,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1343,1293,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,16,15,1333,14.8,0,1,1,0,0,0,2,1,0.1,0.1,1.0,1.1,56,85,70,0.00,0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.00,0.07,Matches
1344,1294,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,8,6,569,6.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,9,18,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
1345,1295,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,12,6,614,6.8,2,0,2,2,0,1,0,0,1.6,0.8,0.1,0.9,6,7,42,0.29,0.00,0.29,0.29,0.29,0.24,0.01,0.25,0.12,0.13,Matches
1346,1296,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,27,21,1807,20.1,1,1,2,1,0,0,5,0,1.1,1.1,0.2,1.2,21,98,11,0.05,0.05,0.10,0.05,0.10,0.05,0.01,0.06,0.05,0.06,Matches
1347,1297,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,18,17,1473,16.4,1,0,1,1,0,0,4,0,0.7,0.7,0.4,1.1,15,49,3,0.06,0.00,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,Matches
1348,1298,Manu Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,13,11,875,9.7,0,0,0,0,0,0,5,1,0.2,0.2,0.2,0.4,14,25,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
1349,1299,Moussa Koné,sn SEN,"FW,MF",Nîmes,fr Ligue 1,22,1996,5,1,140,1.6,2,0,2,2,0,0,0,0,1.3,1.3,0.1,1.4,0,2,8,1.29,0.00,1.29,1.29,1.29,0.85,0.04,0.90,0.85,0.90,Matches
1350,1300,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,11,10,818,9.1,0,0,0,0,0,0,1,1,0.1,0.1,0.4,0.4,20,44,26,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
1351,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1352,1301,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,25,24,2039,22.7,1,2,3,1,0,0,3,0,1.5,1.5,1.0,2.4,8,53,13,0.04,0.09,0.13,0.04,0.13,0.06,0.04,0.11,0.06,0.11,Matches
1353,1302,Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,4,1,121,1.3,0,0,0,0,0,0,0,0,1.2,1.2,0.0,1.2,4,1,12,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.92,0.92,0.92,Matches
1354,1303,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,25,25,2183,24.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,5,56,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches
1355,1304,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,26,1992,33,33,2958,32.9,4,11,15,4,0,0,4,0,6.3,6.3,10.5,16.8,161,103,248,0.12,0.33,0.46,0.12,0.46,0.19,0.32,0.51,0.19,0.51,Matches
1356,1305,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,21,1997,7,3,301,3.3,1,1,2,1,0,0,0,0,1.1,1.1,0.2,1.3,7,7,22,0.30,0.30,0.60,0.30,0.60,0.32,0.06,0.37,0.32,0.37,Matches
1357,1306,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,11,10,915,10.2,5,2,7,5,0,0,1,0,1.8,1.8,1.0,2.8,13,26,76,0.49,0.20,0.69,0.49,0.69,0.17,0.10,0.28,0.17,0.28,Matches
1358,1307,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1359,1308,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,25,24,2105,23.4,0,0,0,0,0,0,7,1,0.8,0.8,0.5,1.3,38,132,10,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches
1360,1309,Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,24,17,1541,17.1,4,2,6,4,0,0,1,0,4.5,4.5,1.0,5.5,17,32,108,0.23,0.12,0.35,0.23,0.35,0.26,0.06,0.32,0.26,0.32,Matches
1361,1310,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,29,25,2309,25.7,1,1,2,1,0,0,6,0,2.2,2.2,1.0,3.2,27,82,31,0.04,0.04,0.08,0.04,0.08,0.09,0.04,0.13,0.09,0.13,Matches
1362,1311,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
1363,1312,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,eng Premier League,29,1989,35,29,2528,28.1,1,1,2,1,0,0,4,0,2.7,2.7,0.9,3.6,12,64,55,0.04,0.04,0.07,0.04,0.07,0.10,0.03,0.13,0.10,0.13,Matches
1364,1313,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,31,23,2073,23.0,1,3,4,1,0,0,8,0,0.9,0.9,1.8,2.7,72,215,31,0.04,0.13,0.17,0.04,0.17,0.04,0.08,0.12,0.04,0.12,Matches
1365,1314,Dawid Kownacki,pl POL,"FW,MF",Düsseldorf,de Bundesliga,22,1997,20,11,1093,12.1,0,0,0,0,0,0,4,0,2.3,2.3,0.7,3.0,21,13,91,0.00,0.00,0.00,0.00,0.00,0.19,0.06,0.25,0.19,0.25,Matches
1366,1315,İsmail Köybaşı,tr TUR,"DF,FW",Granada,es La Liga,30,1989,4,3,231,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1367,1316,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1368,1317,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,17,11,1020,11.3,0,1,1,0,0,0,0,0,0.3,0.3,0.6,1.0,11,19,20,0.00,0.09,0.09,0.00,0.09,0.03,0.06,0.08,0.03,0.08,Matches
1369,1318,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,28,1991,19,14,1422,15.8,12,2,14,10,2,2,3,0,9.6,8.0,4.0,12.0,54,59,115,0.76,0.13,0.89,0.63,0.76,0.61,0.25,0.86,0.51,0.76,Matches
1370,1319,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,28,1991,22,17,1464,16.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.7,16,81,13,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches
1371,1320,Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1372,1321,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,14,11,1051,11.7,1,0,1,1,0,0,1,0,0.5,0.5,1.4,2.0,35,74,42,0.09,0.00,0.09,0.09,0.09,0.05,0.12,0.17,0.05,0.17,Matches
1373,1322,Rene Krhin,si SVN,"DF,MF",Nantes,fr Ligue 1,29,1990,8,4,327,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1374,1323,Felix Kroos,de GER,"MF,DF",Union Berlin,de Bundesliga,28,1991,15,3,378,4.2,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,16,3,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
1375,1324,Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,35,31,2652,29.5,4,5,9,4,0,0,2,0,3.3,3.3,5.1,8.4,61,298,73,0.14,0.17,0.31,0.14,0.31,0.11,0.17,0.29,0.11,0.29,Matches
1376,1325,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1377,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1378,1326,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,25,1993,15,4,537,6.0,0,1,1,0,0,0,3,0,0.5,0.5,1.0,1.5,11,31,22,0.00,0.17,0.17,0.00,0.17,0.08,0.18,0.26,0.08,0.26,Matches
1379,1327,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,5,3,209,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1380,1328,Takefusa Kubo,jp JPN,"MF,FW",Mallorca,es La Liga,18,2001,35,23,2312,25.7,4,4,8,4,0,0,4,0,3.0,3.0,2.7,5.7,102,94,153,0.16,0.16,0.31,0.16,0.31,0.12,0.11,0.22,0.12,0.22,Matches
1381,1329,Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,32,1987,26,22,1932,21.5,6,3,9,4,2,2,5,1,4.8,3.3,2.9,6.1,27,63,91,0.28,0.14,0.42,0.19,0.33,0.23,0.13,0.36,0.15,0.29,Matches
1382,1330,Dejan Kulusevski,se SWE,"FW,MF",Parma,it Serie A,19,2000,36,33,2930,32.6,10,8,18,9,1,1,3,0,6.7,5.9,8.6,14.5,164,128,237,0.31,0.25,0.55,0.28,0.52,0.20,0.27,0.47,0.18,0.45,Matches
1383,1331,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,25,25,1950,21.7,1,0,1,1,0,0,7,1,1.7,1.7,0.1,1.8,10,58,14,0.05,0.00,0.05,0.05,0.05,0.08,0.00,0.08,0.08,0.08,Matches
1384,1332,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,28,22,1866,20.7,4,0,4,4,0,0,6,0,3.2,3.2,1.2,4.4,52,118,35,0.19,0.00,0.19,0.19,0.19,0.16,0.06,0.21,0.16,0.21,Matches
1385,1333,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30,1989,16,16,1409,15.7,2,0,2,2,0,0,5,0,2.4,2.4,2.4,4.8,62,74,87,0.13,0.00,0.13,0.13,0.13,0.15,0.15,0.30,0.15,0.30,Matches
1386,1334,Jasmin Kurtić,si SVN,"MF,FW",Parma,it Serie A,30,1989,20,18,1664,18.5,2,1,3,2,0,0,5,0,0.7,0.7,2.1,2.8,42,73,65,0.11,0.05,0.16,0.11,0.16,0.04,0.11,0.15,0.04,0.15,Matches
1387,1335,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,14,9,858,9.5,1,0,1,1,0,0,4,0,0.8,0.8,0.4,1.2,15,42,80,0.10,0.00,0.10,0.10,0.10,0.08,0.04,0.13,0.08,0.13,Matches
1388,1336,Dereck Kutesa,ch SUI,"FW,MF",Reims,fr Ligue 1,21,1997,14,4,528,5.9,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,20,16,52,0.17,0.00,0.17,0.17,0.17,0.05,0.05,0.11,0.05,0.11,Matches
1389,1337,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,19,2000,25,3,679,7.5,3,2,5,3,0,0,2,0,1.9,1.9,0.4,2.2,15,16,33,0.40,0.27,0.66,0.40,0.66,0.25,0.05,0.30,0.25,0.30,Matches
1390,1338,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,14,13,983,10.9,0,1,1,0,0,0,4,0,0.4,0.4,0.3,0.7,15,33,40,0.00,0.09,0.09,0.00,0.09,0.04,0.03,0.06,0.04,0.06,Matches
1391,1339,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,26,17,1643,18.3,0,1,1,0,0,0,4,0,0.8,0.8,0.5,1.3,66,76,81,0.00,0.05,0.05,0.00,0.05,0.04,0.03,0.07,0.04,0.07,Matches
1392,1340,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,5,2,186,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,0,15,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches
1393,1341,Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28,1991,12,6,553,6.1,2,0,2,2,0,0,1,0,3.9,3.9,0.3,4.2,3,10,26,0.33,0.00,0.33,0.33,0.33,0.63,0.05,0.69,0.63,0.69,Matches
1394,1342,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,28,27,2237,24.9,6,5,11,6,0,0,1,0,8.3,8.3,3.8,12.1,69,77,216,0.24,0.20,0.44,0.24,0.44,0.33,0.15,0.49,0.33,0.49,Matches
1395,1343,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,30,22,1874,20.8,10,4,14,10,0,0,8,0,8.1,8.1,2.9,11.1,21,49,137,0.48,0.19,0.67,0.48,0.67,0.39,0.14,0.53,0.39,0.53,Matches
1396,1344,Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
1397,1345,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,27,2430,27.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1398,1346,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,31,31,2654,29.5,1,2,3,1,0,0,9,1,1.3,1.3,0.9,2.2,6,56,4,0.03,0.07,0.10,0.03,0.10,0.04,0.03,0.08,0.04,0.08,Matches
1399,1347,Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,1,0,9,0.1,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,0,0,10.00,0.00,10.00,10.00,10.00,3.70,0.00,3.70,3.70,3.70,Matches
1400,1348,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,29,26,2115,23.5,2,6,8,2,0,0,8,1,0.8,0.8,2.2,3.0,44,143,39,0.09,0.26,0.34,0.09,0.34,0.03,0.09,0.13,0.03,0.13,Matches
1401,1349,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,26,1992,31,31,2710,30.1,1,3,4,1,0,0,9,0,1.7,1.7,3.4,5.1,88,123,124,0.03,0.10,0.13,0.03,0.13,0.06,0.11,0.17,0.06,0.17,Matches
1402,1350,Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,19,2000,15,2,348,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,19,12,39,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.11,0.04,0.11,Matches
