,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 37_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
712,686,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,22,22,1868,20.8,2,0,2,2,0,0,5,1,1.2,1.2,0.1,1.2,15,48,11,0.10,0.00,0.10,0.10,0.10,0.06,0.00,0.06,0.06,0.06,Matches
713,687,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,19,15,1344,14.9,0,2,2,0,0,0,5,0,0.9,0.9,0.4,1.3,4,37,4,0.00,0.13,0.13,0.00,0.13,0.06,0.03,0.08,0.06,0.08,Matches
714,688,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,35,35,3030,33.7,0,7,7,0,0,0,6,0,1.5,1.5,6.3,7.7,69,134,251,0.00,0.21,0.21,0.00,0.21,0.04,0.19,0.23,0.04,0.23,Matches
715,689,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,13,12,1006,11.2,0,0,0,0,0,0,4,0,0.0,0.0,1.0,1.0,29,54,45,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
716,690,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,23,16,1309,14.5,4,2,6,4,0,0,2,0,2.8,2.8,1.5,4.2,64,43,65,0.28,0.14,0.41,0.28,0.41,0.19,0.10,0.29,0.19,0.29,Matches
717,691,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,13,5,521,5.8,0,3,3,0,0,0,1,0,0.7,0.7,2.0,2.7,18,43,38,0.00,0.52,0.52,0.00,0.52,0.12,0.34,0.46,0.12,0.46,Matches
718,692,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,1997,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
719,693,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,15,12,892,9.9,0,1,1,0,0,0,1,0,0.4,0.4,1.4,1.8,1,51,48,0.00,0.10,0.10,0.00,0.10,0.04,0.14,0.18,0.04,0.18,Matches
720,694,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,12,8,666,7.4,2,0,2,2,0,0,1,0,1.2,1.2,0.3,1.5,15,9,45,0.27,0.00,0.27,0.27,0.27,0.16,0.04,0.20,0.16,0.20,Matches
721,695,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,32,31,2766,30.7,3,1,4,3,0,0,8,0,1.5,1.5,1.2,2.6,7,44,2,0.10,0.03,0.13,0.10,0.13,0.05,0.04,0.09,0.05,0.09,Matches
722,696,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,30,25,2253,25.0,1,0,1,1,0,0,7,0,1.2,1.2,0.5,1.7,6,94,13,0.04,0.00,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches
723,697,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,4,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
724,698,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,27,2430,27.0,1,0,1,1,0,0,3,0,2.8,2.8,0.4,3.2,42,114,3,0.04,0.00,0.04,0.04,0.04,0.10,0.01,0.12,0.10,0.12,Matches
725,699,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,8,8,661,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,21,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
726,700,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,20,98,7,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
727,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
728,701,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,18,10,928,10.3,2,2,4,2,0,0,4,1,2.4,2.4,1.9,4.3,39,27,72,0.19,0.19,0.39,0.19,0.39,0.23,0.19,0.41,0.23,0.41,Matches
729,702,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,17,9,851,9.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
730,703,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,25,23,2064,22.9,1,1,2,1,0,0,6,0,2.6,2.6,0.3,2.9,6,93,5,0.04,0.04,0.09,0.04,0.09,0.11,0.01,0.13,0.11,0.13,Matches
731,704,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,34,32,2783,30.9,2,1,3,2,0,0,5,0,2.0,2.0,1.1,3.2,13,93,36,0.06,0.03,0.10,0.06,0.10,0.07,0.04,0.10,0.07,0.10,Matches
732,705,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,2,0,29,0.3,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.2,4,2,3,0.00,3.10,3.10,0.00,3.10,0.19,0.47,0.66,0.19,0.66,Matches
733,706,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
734,707,Matt Doherty,ie IRL,"MF,DF",Wolves,eng Premier League,27,1992,36,32,2839,31.5,4,3,7,4,0,0,1,0,6.9,6.9,2.2,9.1,75,158,155,0.13,0.10,0.22,0.13,0.22,0.22,0.07,0.29,0.22,0.29,Matches
735,708,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,23,22,1888,21.0,11,3,14,11,0,0,2,0,8.1,8.1,2.3,10.4,20,10,90,0.52,0.14,0.67,0.52,0.67,0.39,0.11,0.50,0.39,0.50,Matches
736,709,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,6,1,148,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,4,8,13,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19,Matches
737,710,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,15,14,1324,14.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
738,711,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,16,7,699,7.8,0,1,1,0,0,0,1,0,0.4,0.4,1.1,1.5,7,40,12,0.00,0.13,0.13,0.00,0.13,0.05,0.15,0.19,0.05,0.19,Matches
739,712,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,20,20,1760,19.6,1,0,1,1,0,0,4,0,0.3,0.3,2.1,2.5,57,73,53,0.05,0.00,0.05,0.05,0.05,0.02,0.11,0.13,0.02,0.13,Matches
740,713,Ji Dong-won,kr KOR,"FW,MF",Mainz 05,de Bundesliga,28,1991,4,1,102,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
741,714,Anastasios Donis,gr GRE,FW,Reims,fr Ligue 1,22,1996,15,6,609,6.8,0,0,0,0,0,0,1,0,1.4,1.4,0.3,1.7,26,3,44,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25,Matches
742,715,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,31,20,1684,18.7,7,2,9,5,2,2,1,0,6.8,5.2,0.9,6.2,28,52,129,0.37,0.11,0.48,0.27,0.37,0.36,0.05,0.41,0.28,0.33,Matches
743,716,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,36,36,3201,35.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
744,717,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,26,20,1751,19.5,1,2,3,1,0,0,0,0,1.7,1.7,5.1,6.7,91,57,163,0.05,0.10,0.15,0.05,0.15,0.08,0.26,0.35,0.08,0.35,Matches
745,718,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,24,16,1475,16.4,8,2,10,8,0,0,2,0,7.8,7.8,2.2,10.0,2,42,72,0.49,0.12,0.61,0.49,0.61,0.48,0.13,0.61,0.48,0.61,Matches
746,719,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,37,36,3156,35.1,4,2,6,4,0,0,9,0,5.2,5.2,3.9,9.0,69,161,96,0.11,0.06,0.17,0.11,0.17,0.15,0.11,0.26,0.15,0.26,Matches
747,720,Mamadou Doucouré,fr FRA,MF,Gladbach,de Bundesliga,21,1998,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
748,721,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,26,22,1718,19.1,2,1,3,1,1,1,8,1,3.4,2.6,2.1,4.7,102,79,159,0.10,0.05,0.16,0.05,0.10,0.18,0.11,0.29,0.14,0.24,Matches
749,722,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,5,450,5.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,22,19,16,0.00,0.20,0.20,0.00,0.20,0.00,0.05,0.05,0.00,0.05,Matches
750,723,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
751,724,Tommy Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Matches
752,725,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,18,16,1455,16.2,1,3,4,1,0,0,2,0,0.6,0.6,1.2,1.8,61,45,61,0.06,0.19,0.25,0.06,0.25,0.04,0.08,0.11,0.04,0.11,Matches
753,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
754,726,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,15,10,1029,11.4,0,0,0,0,0,0,7,1,0.7,0.7,0.1,0.8,9,73,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
755,727,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
756,728,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,11,7,686,7.6,0,4,4,0,0,0,5,0,1.1,1.1,1.8,2.8,35,61,51,0.00,0.52,0.52,0.00,0.52,0.14,0.23,0.37,0.14,0.37,Matches
757,729,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,27,18,1587,17.6,3,4,7,3,0,0,5,0,1.9,1.9,3.5,5.4,50,64,103,0.17,0.23,0.40,0.17,0.40,0.11,0.20,0.31,0.11,0.31,Matches
758,730,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
759,731,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
760,732,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,1992,21,5,647,7.2,1,0,1,1,0,0,0,1,3.1,3.1,1.1,4.1,5,4,42,0.14,0.00,0.14,0.14,0.14,0.43,0.15,0.58,0.43,0.58,Matches
761,733,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,36,34,3087,34.3,3,1,4,3,0,0,7,0,1.6,1.6,0.1,1.6,16,90,3,0.09,0.03,0.12,0.09,0.12,0.05,0.00,0.05,0.05,0.05,Matches
762,734,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,6,4,405,4.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,8,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
763,735,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,8,5,485,5.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,3,9,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
764,736,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,31,30,2663,29.6,0,1,1,0,0,0,11,0,1.1,1.1,1.4,2.5,29,107,49,0.00,0.03,0.03,0.00,0.03,0.04,0.05,0.08,0.04,0.08,Matches
765,737,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
766,738,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,16,15,1346,15.0,0,0,0,0,0,0,3,0,0.2,0.2,1.2,1.4,27,68,76,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
767,739,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
768,740,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,10,9,724,8.0,0,0,0,0,0,0,0,0,0.5,0.5,1.5,2.0,8,25,17,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.25,0.06,0.25,Matches
769,741,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,1994,7,6,447,5.0,0,1,1,0,0,0,2,0,0.5,0.5,0.3,0.8,8,17,19,0.00,0.20,0.20,0.00,0.20,0.11,0.05,0.16,0.11,0.16,Matches
770,742,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,19,12,1238,13.8,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.3,4,29,2,0.07,0.00,0.07,0.07,0.07,0.09,0.01,0.10,0.09,0.10,Matches
771,743,Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,14,5,520,5.8,0,3,3,0,0,0,0,0,0.6,0.6,1.0,1.6,15,20,29,0.00,0.52,0.52,0.00,0.52,0.10,0.18,0.28,0.10,0.28,Matches
772,744,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,27,1991,16,14,1228,13.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,7,31,16,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
773,745,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,13,10,887,9.9,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,23,54,31,0.10,0.10,0.20,0.10,0.20,0.06,0.05,0.11,0.06,0.11,Matches
774,746,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,13,10,843,9.4,1,5,6,1,0,0,3,0,1.1,1.1,1.1,2.3,11,51,32,0.11,0.53,0.64,0.11,0.64,0.12,0.12,0.24,0.12,0.24,Matches
775,747,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,36,36,3230,35.9,3,3,6,3,0,0,9,0,4.5,4.5,1.5,6.0,18,110,5,0.08,0.08,0.17,0.08,0.17,0.13,0.04,0.17,0.13,0.17,Matches
776,748,Erik Durm,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,27,1992,9,6,511,5.7,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,10,15,44,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.14,0.11,0.14,Matches
777,749,Riza Durmisi,dk DEN,"DF,MF",Nice,fr Ligue 1,25,1994,4,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,18,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
778,750,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,12,4,378,4.2,1,1,2,1,0,0,3,0,0.5,0.5,0.2,0.7,7,5,22,0.24,0.24,0.48,0.24,0.48,0.11,0.05,0.16,0.11,0.16,Matches
779,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
780,751,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,22,1997,14,13,1178,13.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,15,70,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
781,752,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,33,25,2155,23.9,11,6,17,10,1,1,5,0,9.4,8.6,6.7,15.3,101,135,204,0.46,0.25,0.71,0.42,0.67,0.39,0.28,0.67,0.36,0.64,Matches
782,753,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,35,31,2854,31.7,16,7,23,16,0,0,4,0,19.0,19.0,5.7,24.7,52,107,254,0.50,0.22,0.73,0.50,0.73,0.60,0.18,0.78,0.60,0.78,Matches
783,754,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,14,8,698,7.8,1,1,2,1,0,0,2,0,0.5,0.5,1.3,1.8,20,58,27,0.13,0.13,0.26,0.13,0.26,0.07,0.17,0.24,0.07,0.24,Matches
784,755,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,28,2520,28.0,0,0,0,0,0,0,2,0,1.7,1.7,0.3,2.0,5,48,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
785,756,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,13,4,398,4.4,1,1,2,1,0,0,4,1,1.2,1.2,0.7,1.9,13,19,31,0.23,0.23,0.45,0.23,0.45,0.28,0.16,0.44,0.27,0.43,Matches
786,757,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,35,35,3071,34.1,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
787,758,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,36,36,3187,35.4,2,0,2,2,0,0,5,1,2.7,2.7,0.4,3.2,6,66,5,0.06,0.00,0.06,0.06,0.06,0.08,0.01,0.09,0.08,0.09,Matches
788,759,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,14,4,510,5.7,1,0,1,1,0,0,3,1,0.7,0.7,0.4,1.1,8,11,39,0.18,0.00,0.18,0.18,0.18,0.12,0.07,0.19,0.12,0.19,Matches
789,760,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,1996,32,32,2855,31.7,1,3,4,1,0,0,6,0,2.6,2.6,2.2,4.9,50,209,112,0.03,0.09,0.13,0.03,0.13,0.08,0.07,0.15,0.08,0.15,Matches
790,761,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,31,29,2329,25.9,1,1,2,1,0,0,6,1,1.3,1.3,1.3,2.6,65,65,96,0.04,0.04,0.08,0.04,0.08,0.05,0.05,0.10,0.05,0.10,Matches
791,762,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,32,27,2385,26.5,0,2,2,0,0,0,8,0,1.5,1.5,1.2,2.7,45,137,26,0.00,0.08,0.08,0.00,0.08,0.05,0.05,0.10,0.05,0.10,Matches
792,763,Harvey Elliott,eng ENG,DF,Liverpool,eng Premier League,16,2003,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
793,764,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,26,12,1134,12.6,1,1,2,1,0,0,7,0,2.0,2.0,1.0,3.0,44,46,49,0.08,0.08,0.16,0.08,0.16,0.16,0.08,0.23,0.16,0.23,Matches
794,765,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
795,766,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,18,11,1031,11.5,1,1,2,1,0,0,1,0,0.2,0.2,2.8,3.0,39,47,37,0.09,0.09,0.17,0.09,0.17,0.02,0.24,0.26,0.02,0.26,Matches
796,767,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,22,17,1510,16.8,0,1,1,0,0,0,4,0,0.8,0.8,0.9,1.6,11,68,12,0.00,0.06,0.06,0.00,0.06,0.05,0.05,0.10,0.05,0.10,Matches
797,768,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,22,1996,32,30,2618,29.1,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,28,70,2,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,Matches
798,769,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,25,24,2121,23.6,2,0,2,2,0,0,9,1,1.0,1.0,0.2,1.2,2,40,2,0.08,0.00,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches
799,770,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,18,17,1371,15.2,2,4,6,1,1,1,4,0,3.2,2.4,3.4,5.8,59,31,95,0.13,0.26,0.39,0.07,0.33,0.21,0.22,0.43,0.16,0.38,Matches
800,771,Breel Embolo,ch SUI,"FW,MF",Gladbach,de Bundesliga,22,1997,28,17,1550,17.2,8,5,13,8,0,1,4,0,10.4,9.6,4.3,13.9,35,43,120,0.46,0.29,0.75,0.46,0.75,0.60,0.25,0.85,0.56,0.81,Matches
801,772,Emerson,br BRA,DF,Betis,es La Liga,20,1999,33,32,2839,31.5,3,6,9,3,0,0,11,0,1.8,1.8,5.0,6.8,90,108,215,0.10,0.19,0.29,0.10,0.29,0.06,0.16,0.22,0.06,0.22,Matches
802,773,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,1991,6,3,292,3.2,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,5,10,17,0.00,0.00,0.00,0.00,0.00,0.20,0.02,0.22,0.20,0.22,Matches
803,774,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,13,8,855,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,32,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
804,775,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,18,15,1385,15.4,4,2,6,4,0,0,2,0,5.0,5.0,0.6,5.6,26,16,86,0.26,0.13,0.39,0.26,0.39,0.32,0.04,0.36,0.32,0.36,Matches
805,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
806,776,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,18,7,796,8.8,4,0,4,4,0,0,1,0,3.6,3.6,0.1,3.8,11,6,50,0.45,0.00,0.45,0.45,0.45,0.41,0.02,0.43,0.41,0.43,Matches
807,777,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,17,15,1447,16.1,1,0,1,1,0,0,1,0,1.0,0.9,0.3,1.2,5,43,2,0.06,0.00,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.07,Matches
808,778,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,30,21,1865,20.7,1,4,5,1,0,0,6,0,3.0,3.0,1.8,4.8,4,30,107,0.05,0.19,0.24,0.05,0.24,0.15,0.09,0.23,0.15,0.23,Matches
809,779,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,1990,20,11,815,9.1,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,9,19,38,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
810,780,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,20,10,1097,12.2,2,2,4,2,0,0,5,0,1.9,1.9,1.9,3.8,28,74,32,0.16,0.16,0.33,0.16,0.33,0.15,0.16,0.31,0.15,0.31,Matches
811,781,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,17,8,703,7.8,1,2,3,1,0,0,0,0,2.0,2.0,2.8,4.9,19,52,45,0.13,0.26,0.38,0.13,0.38,0.26,0.36,0.62,0.26,0.62,Matches
