,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 25_level_0
,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1417,1364,Márk Kosznovszky,hu HUN,MF,Parma,it Serie A,18,2002,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1418,1365,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,22,1997,11.1,19,1.72,16,0,1,1,1,0,2,0.18,1,0,1,0,0,0,Matches
1419,1366,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,29,1991,24.5,17,0.69,15,0,1,0,0,1,1,0.04,1,0,0,0,0,0,Matches
1420,1367,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,21,1998,33.1,33,1.00,29,0,1,3,0,0,5,0.15,4,0,0,1,0,0,Matches
1421,1368,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,23,1997,21.8,7,0.32,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1422,1369,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,eng Premier League,30,1989,34.7,15,0.43,13,0,0,1,1,0,2,0.06,2,0,0,0,0,0,Matches
1423,1370,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,26,1994,20.2,55,2.73,50,0,1,1,2,1,4,0.20,4,0,0,0,0,0,Matches
1424,1371,Viktor Kovalenko,ua UKR,FW,Atalanta,it Serie A,24,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1425,1372,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,25,1994,14.3,14,0.98,11,2,1,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1426,1373,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,29,1991,26.4,96,3.63,64,10,8,6,7,1,13,0.49,7,3,1,0,2,0,Matches
1427,1374,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,29,1991,22.6,40,1.77,34,1,0,1,3,1,5,0.22,5,0,0,0,0,0,Matches
1428,1375,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,23,1997,2.5,6,2.42,3,0,1,1,1,0,1,0.40,1,0,0,0,0,0,Matches
1429,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1430,1376,Toni Kroos,de GER,MF,Real Madrid,es La Liga,30,1990,23.5,120,5.10,64,45,0,5,4,2,14,0.59,7,4,0,1,0,2,Matches
1431,1377,Filip Krovinović,hr CRO,MF,West Brom,eng Premier League,24,1995,6.1,20,3.29,13,3,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1432,1378,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,26,1993,8.0,17,2.12,14,0,0,0,3,0,5,0.62,3,0,0,0,2,0,Matches
1433,1379,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,32,1988,18.1,67,3.70,45,13,3,4,1,1,11,0.61,9,0,0,1,0,1,Matches
1434,1380,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,27,1992,9.8,14,1.43,12,2,0,0,0,0,2,0.20,2,0,0,0,0,0,Matches
1435,1381,Takefusa Kubo,jp JPN,"MF,FW",Villarreal,es La Liga,19,2001,3.3,13,3.91,10,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1436,1382,Takefusa Kubo,jp JPN,"MF,FW",Getafe,es La Liga,19,2001,8.9,22,2.46,13,3,3,3,0,0,3,0.34,2,0,0,1,0,0,Matches
1437,1383,Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,33,1987,25.9,56,2.16,36,0,6,4,10,0,8,0.31,7,0,1,0,0,0,Matches
1438,1384,Kuki,es ESP,MF,Valladolid,es La Liga,22,1998,0.3,1,3.00,0,0,0,0,0,1,1,3.00,0,0,0,0,0,1,Matches
1439,1385,Dejan Kulusevski,se SWE,"MF,FW",Juventus,it Serie A,20,2000,21.4,97,4.54,74,7,7,6,2,1,7,0.33,5,0,2,0,0,0,Matches
1440,1386,Marash Kumbulla,al ALB,DF,Roma,it Serie A,20,2000,15.1,11,0.73,6,1,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1441,1387,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25,1995,5.7,9,1.58,7,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1442,1388,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,22,1998,14.1,17,1.20,14,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1443,1389,Jasmin Kurtić,si SVN,MF,Parma,it Serie A,31,1989,30.4,62,2.04,48,9,0,5,0,0,5,0.16,4,0,0,1,0,0,Matches
1444,1390,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,27,1992,14.2,21,1.48,15,0,1,2,3,0,2,0.14,1,0,0,0,1,0,Matches
1445,1391,Dereck Kutesa,ch SUI,"MF,FW",Reims,fr Ligue 1,22,1997,7.6,17,2.23,12,0,1,1,3,0,2,0.26,2,0,0,0,0,0,Matches
1446,1392,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,20,2000,1.2,2,1.67,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1447,1393,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,23,1997,11.5,21,1.82,20,0,0,0,1,0,1,0.09,1,0,0,0,0,0,Matches
1448,1394,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,24,1996,16.2,35,2.16,27,0,5,2,1,0,1,0.06,1,0,0,0,0,0,Matches
1449,1395,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,24,1996,3.8,2,0.53,1,0,0,1,0,0,1,0.26,0,0,0,1,0,0,Matches
1450,1396,Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,26,1994,36.2,85,2.35,60,0,8,11,4,2,17,0.47,13,0,1,2,1,0,Matches
1451,1397,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,29,1991,21.4,55,2.57,35,0,6,2,10,2,5,0.23,4,0,0,0,1,0,Matches
1452,1398,Tom Lacoux,fr FRA,MF,Bordeaux,fr Ligue 1,18,2002,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1453,1399,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,20,2000,28.8,25,0.87,20,0,2,3,0,0,4,0.14,3,0,0,1,0,0,Matches
1454,1400,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,21,1999,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1455,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1456,1401,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,30,1989,29.2,11,0.38,9,1,0,1,0,0,3,0.10,3,0,0,0,0,0,Matches
1457,1402,Konrad Laimer,at AUT,"DF,MF",RB Leipzig,de Bundesliga,23,1997,0.9,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1458,1403,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,27,1992,30.8,68,2.21,55,3,4,2,4,0,6,0.20,3,0,1,0,2,0,Matches
1459,1404,Diego Lainez,mx MEX,"FW,MF",Betis,es La Liga,20,2000,9.6,32,3.34,23,2,3,1,3,0,7,0.73,3,1,1,0,2,0,Matches
1460,1405,Kenny Lala,mg MAD,DF,Strasbourg,fr Ligue 1,28,1991,20.4,56,2.75,36,19,1,0,0,0,5,0.25,5,0,0,0,0,0,Matches
1461,1406,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,32,1988,17.7,56,3.16,50,0,2,1,3,0,4,0.23,4,0,0,0,0,0,Matches
1462,1407,Érik Lamela,ar ARG,"FW,MF",Tottenham,eng Premier League,28,1992,8.0,31,3.89,19,2,3,2,5,0,4,0.50,3,0,0,1,0,0,Matches
1463,1408,Sam Lammers,nl NED,"FW,MF",Atalanta,it Serie A,23,1997,3.2,13,4.02,9,0,3,1,0,0,1,0.31,0,0,1,0,0,0,Matches
1464,1409,Tariq Lamptey,gh GHA,"DF,MF",Brighton,eng Premier League,19,2000,9.8,23,2.34,18,0,0,0,5,0,4,0.41,2,0,0,0,2,0,Matches
1465,1410,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,28,1992,18.1,8,0.44,7,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
1466,1411,Michael Langer,at AUT,GK,Schalke 04,de Bundesliga,35,1985,2.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1467,1412,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,27,1993,6.3,22,3.50,18,1,1,1,1,0,3,0.48,2,0,0,0,1,0,Matches
1468,1413,Gianluca Lapadula,pe PER,FW,Benevento,it Serie A,30,1990,28.5,72,2.53,50,1,3,7,9,2,8,0.28,4,0,0,1,3,0,Matches
1469,1414,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,26,1994,14.9,11,0.74,11,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1470,1415,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,26,1993,29.5,25,0.85,20,2,0,1,1,1,2,0.07,1,0,0,0,1,0,Matches
1471,1416,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,36,1984,34.8,13,0.37,8,1,0,3,1,0,2,0.06,1,0,0,1,0,0,Matches
1472,1417,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,23,1997,35.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1473,1418,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,27,1992,12.3,23,1.88,15,0,1,6,1,0,1,0.08,0,0,1,0,0,0,Matches
1474,1419,Kevin Lasagna,it ITA,FW,Hellas Verona,it Serie A,27,1992,14.1,27,1.92,18,0,2,3,4,0,4,0.28,2,0,1,0,1,0,Matches
1475,1420,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,26,1993,18.1,9,0.50,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1476,1421,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,31,1989,18.7,24,1.28,21,1,0,0,1,1,3,0.16,3,0,0,0,0,0,Matches
1477,1422,Toni Lato,es ESP,DF,Valencia,es La Liga,22,1997,8.1,8,0.99,5,2,1,0,0,0,1,0.12,0,0,1,0,0,0,Matches
1478,1423,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,30,1989,20.0,49,2.45,32,10,2,2,2,1,3,0.15,2,1,0,0,0,0,Matches
1479,1424,Armand Lauriente,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,1998,18.0,91,5.05,47,12,16,11,5,0,10,0.55,7,0,2,1,0,0,Matches
1480,1425,Vincent Laurini,fr FRA,DF,Parma,it Serie A,31,1989,9.7,9,0.93,6,1,0,0,1,1,2,0.21,2,0,0,0,0,0,Matches
1481,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1482,1426,Lauti,uy URU,MF,Celta Vigo,es La Liga,19,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1483,1427,Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,32,1987,17.9,18,1.01,17,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1484,1428,Valentino Lazaro,at AUT,"DF,FW",Gladbach,de Bundesliga,24,1996,13.8,34,2.47,29,3,0,1,1,0,2,0.15,2,0,0,0,0,0,Matches
1485,1429,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,29,1990,27.8,66,2.37,54,5,4,3,0,0,7,0.25,7,0,0,0,0,0,Matches
1486,1430,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,26,1993,29.0,69,2.38,54,3,3,4,5,0,10,0.34,7,0,1,1,1,0,Matches
1487,1431,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,fr Ligue 1,22,1998,9.1,20,2.20,12,0,2,1,3,2,5,0.55,3,0,0,0,1,1,Matches
1488,1432,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,20,2000,20.2,60,2.97,42,10,2,2,3,1,8,0.40,3,4,0,1,0,0,Matches
1489,1433,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,30,1989,25.6,44,1.72,37,5,0,0,2,0,1,0.04,1,0,0,0,0,0,Matches
1490,1434,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,30,1989,1.4,2,1.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1491,1435,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,23,1996,30.5,16,0.52,9,1,0,2,3,1,6,0.20,2,0,0,2,2,0,Matches
1492,1436,Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,30,1990,13.6,11,0.81,9,0,1,1,0,0,3,0.22,2,0,0,1,0,0,Matches
1493,1437,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,24,1996,2.8,9,3.19,6,0,1,2,0,0,1,0.35,1,0,0,0,0,0,Matches
1494,1438,Rafael Leão,pt POR,FW,Milan,it Serie A,21,1999,21.4,66,3.09,45,0,10,6,5,0,6,0.28,5,0,1,0,0,0,Matches
1495,1439,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,34,1985,36.8,7,0.19,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1496,1440,Mathew Leckie,au AUS,"FW,DF",Hertha BSC,de Bundesliga,29,1991,5.6,12,2.14,11,0,0,0,1,0,1,0.18,1,0,0,0,0,0,Matches
1497,1441,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,29,1991,28.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1498,1442,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,27,1993,32.0,10,0.31,6,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1499,1443,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27,1993,22.9,55,2.40,40,1,4,5,3,2,5,0.22,4,0,0,1,0,0,Matches
1500,1444,Lucas Leiva,br BRA,MF,Lazio,it Serie A,33,1987,23.7,36,1.52,33,1,0,0,1,1,2,0.08,1,0,0,0,1,0,Matches
1501,1445,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,29,1991,33.5,22,0.66,17,2,0,3,0,0,3,0.09,1,0,0,2,0,0,Matches
1502,1446,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,27,1993,7.2,16,2.24,13,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1503,1447,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,24,1995,15.2,45,2.96,26,13,3,0,3,0,8,0.53,5,2,0,0,1,0,Matches
1504,1448,Mario Lemina,ga GAB,MF,Fulham,eng Premier League,26,1993,18.9,27,1.43,18,0,5,2,1,1,2,0.11,0,0,0,0,1,1,Matches
1505,1449,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,33,1987,21.5,36,1.68,32,2,0,2,0,0,3,0.14,2,0,0,1,0,0,Matches
1506,1450,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,25,1995,27.5,27,0.98,27,0,0,0,0,0,5,0.18,5,0,0,0,0,0,Matches
1507,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1508,1451,Bernd Leno,de GER,GK,Arsenal,eng Premier League,28,1992,34.8,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1509,1452,Christopher Lenz,de GER,"DF,FW",Union Berlin,de Bundesliga,25,1994,25.0,48,1.92,37,5,2,1,1,2,4,0.16,4,0,0,0,0,0,Matches
1510,1453,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,33,1986,10.4,34,3.27,17,10,3,2,2,0,2,0.19,1,1,0,0,0,0,Matches
1511,1454,Sergio León,es ESP,FW,Levante,es La Liga,31,1989,8.3,15,1.80,11,0,1,1,1,1,2,0.24,2,0,0,0,0,0,Matches
1512,1455,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,27,1993,12.9,22,1.71,21,1,0,0,0,0,3,0.23,3,0,0,0,0,0,Matches
1513,1456,Mehdi Léris,dz ALG,"DF,MF",Sampdoria,it Serie A,22,1998,4.3,15,3.48,13,1,1,0,0,0,1,0.23,1,0,0,0,0,0,Matches
1514,1457,Khanya Leshabela,za RSA,MF,Leicester City,eng Premier League,20,1999,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1515,1458,Karlo Letica,hr CRO,GK,Sampdoria,it Serie A,23,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1516,1459,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,1990,17.4,39,2.24,29,5,2,1,1,1,2,0.11,2,0,0,0,0,0,Matches
1517,1460,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,31,1988,27.3,82,3.00,56,1,4,14,6,1,17,0.62,12,0,2,1,2,0,Matches
1518,1461,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,1998,20.4,29,1.42,25,3,0,0,1,0,2,0.10,2,0,0,0,0,0,Matches
1519,1462,Aaron Leya Iseka,be BEL,FW,Metz,fr Ligue 1,22,1997,11.2,21,1.87,14,0,3,0,4,0,1,0.09,0,0,1,0,0,0,Matches
1520,1463,Yanis Lhery,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,0.3,1,3.00,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1521,1464,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,32,1988,20.3,76,3.75,37,33,2,1,2,1,10,0.49,5,4,0,1,0,0,Matches
1522,1465,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,17,0.51,16,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1523,1466,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,1999,24.7,26,1.05,20,0,1,4,1,0,5,0.20,4,0,0,1,0,0,Matches
1524,1467,Isaac Lihadji,fr FRA,"MF,FW",Lille,fr Ligue 1,18,2002,2.2,12,5.51,8,2,1,0,0,1,2,0.92,2,0,0,0,0,0,Matches
1525,1468,Dimitris Limnios,gr GRE,"MF,FW",Köln,de Bundesliga,22,1998,4.2,9,2.14,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1526,1469,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,15,0.52,15,0,0,0,0,0,4,0.14,4,0,0,0,0,0,Matches
1527,1470,Karol Linetty,pl POL,MF,Torino,it Serie A,25,1995,20.4,42,2.06,33,0,6,1,2,0,1,0.05,0,0,0,1,0,0,Matches
1528,1471,Jesse Lingard,eng ENG,"MF,FW",West Ham,eng Premier League,27,1992,15.8,63,3.99,46,5,2,5,5,0,12,0.76,6,2,1,2,1,0,Matches
1529,1472,Pol Lirola,es ESP,"DF,FW",Fiorentina,it Serie A,22,1997,5.5,14,2.51,11,1,1,0,1,0,3,0.54,2,0,0,0,1,0,Matches
1530,1473,Pol Lirola,es ESP,"DF,FW",Marseille,fr Ligue 1,22,1997,17.3,38,2.20,29,1,4,0,3,1,3,0.17,3,0,0,0,0,0,Matches
1531,1474,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,30,1989,13.8,9,0.65,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
1532,1475,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,7,0.52,6,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
1533,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1534,1476,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1535,1477,Fernando Llorente,es ESP,FW,Udinese,it Serie A,35,1985,7.9,15,1.89,11,0,0,2,1,1,1,0.13,0,0,0,1,0,0,Matches
1536,1478,Fernando Llorente,es ESP,"FW,MF",Napoli,it Serie A,35,1985,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1537,1479,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,25,1995,32.8,91,2.77,71,0,9,4,4,3,18,0.55,14,0,3,0,0,1,Matches
1538,1480,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,33,1986,38.0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1539,1481,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,24,1996,10.5,32,3.05,23,3,0,1,4,1,4,0.38,4,0,0,0,0,0,Matches
1540,1482,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,25,1994,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1541,1483,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,22,1998,32.0,104,3.25,86,4,4,4,4,2,13,0.41,10,1,0,0,1,1,Matches
1542,1484,Renan Lodi,br BRA,"DF,FW",Atlético Madrid,es La Liga,22,1998,12.5,28,2.23,17,5,2,1,2,1,5,0.40,5,0,0,0,0,0,Matches
1543,1485,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1544,1486,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,eng Premier League,24,1996,21.2,62,2.92,36,0,9,4,10,3,0,0.00,0,0,0,0,0,0,Matches
1545,1487,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1546,1488,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1547,1489,Shane Long,ie IRL,FW,Southampton,eng Premier League,33,1987,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1548,1490,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,2000,4.2,5,1.19,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1549,1491,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,1997,15.7,29,1.85,17,7,1,1,3,0,3,0.19,1,1,0,0,1,0,Matches
1550,1492,Ademola Lookman,ng NGA,"FW,MF",Fulham,eng Premier League,22,1997,30.5,127,4.16,82,24,6,9,6,0,9,0.29,5,2,1,1,0,0,Matches
1551,1493,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1552,1494,Rony Lopes,pt POR,"FW,MF",Nice,fr Ligue 1,24,1995,19.8,67,3.38,33,23,5,5,0,1,5,0.25,4,0,1,0,0,0,Matches
1553,1495,Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,32,1988,5.3,16,3.00,11,0,2,2,1,0,2,0.37,2,0,0,0,0,0,Matches
1554,1496,Javi López,es ESP,"DF,MF",Alavés,es La Liga,18,2002,2.8,6,2.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1555,1497,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,56,2.71,47,5,3,0,0,1,2,0.10,0,0,2,0,0,0,Matches
1556,1498,Maxime Lopez,fr FRA,"FW,MF",Marseille,fr Ligue 1,22,1997,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1557,1499,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,23,1.94,22,1,0,0,0,0,2,0.17,1,1,0,0,0,0,Matches
1558,1500,Pau López,es ESP,GK,Roma,it Serie A,25,1994,20.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1559,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1560,1501,Roberto López,es ESP,"MF,FW",Real Sociedad,es La Liga,20,2000,5.6,20,3.55,11,4,1,4,0,0,1,0.18,0,1,0,0,0,0,Matches
1561,1502,Unai López,es ESP,MF,Athletic Club,es La Liga,24,1995,15.8,50,3.16,33,11,1,3,1,1,1,0.06,1,0,0,0,0,0,Matches
1562,1503,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2002,2.8,6,2.11,6,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
1563,1504,Jordan Lotomba,ch SUI,"DF,MF",Nice,fr Ligue 1,21,1998,23.6,32,1.36,27,2,1,1,1,0,9,0.38,7,0,0,1,1,0,Matches
1564,1505,Adrien Louveau,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1565,1506,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,21,1999,26.4,61,2.31,35,14,0,5,5,2,4,0.15,2,1,0,1,0,0,Matches
1566,1507,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,8,0.55,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1567,1508,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,8,1.31,4,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1568,1509,Eduard Löwen,de GER,"MF,DF",Hertha BSC,de Bundesliga,23,1997,0.9,1,1.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1569,1510,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,61,1.79,49,6,2,1,1,2,4,0.12,4,0,0,0,0,0,Matches
1570,1511,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,27,1993,16.9,42,2.48,21,0,7,5,7,2,5,0.30,3,0,0,2,0,0,Matches
1571,1512,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,25,1995,21.8,87,3.98,57,0,6,6,15,3,10,0.46,5,0,1,1,2,1,Matches
